method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
insider,1,11,46,20,20.0,1.0,0.0,0.047250
fastmultrec_greedy,1,11,46,20,20.0,1.0,0.0,0.162454
lcamap,1,11,46,20,20.0,1.0,0.0,0.027391
segdup,1,11,46,25,25,1,0,69.958730
insider,1,11,46,25,25.0,1.0,0.0,0.046893
fastmultrec_greedy,1,11,46,25,25.0,1.0,0.0,0.163046
lcamap,1,11,46,25,25.0,1.0,0.0,0.027404
segdup,1,11,46,5,5,1,0,94.804667
insider,1,11,46,5,5.0,1.0,0.0,0.046772
fastmultrec_greedy,1,11,46,5,5.0,1.0,0.0,0.162609
lcamap,1,11,46,5,5.0,1.0,0.0,0.027157
segdup,1,15,46,10,10,1,0,138.573019
insider,1,15,46,10,10.0,1.0,0.0,0.072669
fastmultrec_greedy,1,15,46,10,10.0,1.0,0.0,0.260598
lcamap,1,15,46,10,10.0,1.0,0.0,0.046428
segdup,1,15,46,15,15,1,0,138.447552
insider,1,15,46,15,15.0,1.0,0.0,0.073834
fastmultrec_greedy,1,15,46,15,15.0,1.0,0.0,0.262594
lcamap,1,15,46,15,15.0,1.0,0.0,0.046000
segdup,1,15,46,20,20,1,0,82.225046
insider,1,15,46,20,20.0,1.0,0.0,0.072367
fastmultrec_greedy,1,15,46,20,20.0,1.0,0.0,0.261779
lcamap,1,15,46,20,20.0,1.0,0.0,0.047638
segdup,1,15,46,25,25,1,0,82.982616
insider,1,15,46,25,25.0,1.0,0.0,0.073374
fastmultrec_greedy,1,15,46,25,25.0,1.0,0.0,0.261231
lcamap,1,15,46,25,25.0,1.0,0.0,0.045612
segdup,1,15,46,5,5,1,0,148.284119
insider,1,15,46,5,5.0,1.0,0.0,0.073206
fastmultrec_greedy,1,15,46,5,5.0,1.0,0.0,0.260296
lcamap,1,15,46,5,5.0,1.0,0.0,0.046745
segdup,1,8,46,10,1234,96,274,111.809119
insider,1,8,46,10,1209.0,89.0,319.0,0.268355
fastmultrec_greedy,1,8,46,10,1216.0,93.0,286.0,1.200311
lcamap,1,8,46,10,1234.0,96.0,274.0,0.050183
segdup,1,8,46,15,1708,95,283,108.864094
insider,1,8,46,15,1644.0,83.0,399.0,0.664150
fastmultrec_greedy,1,8,46,15,1681.0,93.0,286.0,1.192518
lcamap,1,8,46,15,1714.0,96.0,274.0,0.050727
segdup,1,8,46,20,2186,95,286,108.889051
insider,1,8,46,20,2056.0,81.0,436.0,1.834642
fastmultrec_greedy,1,8,46,20,2141.0,92.0,301.0,1.497534
lcamap,1,8,46,20,2194.0,96.0,274.0,0.049728
segdup,1,8,46,25,2654,95,279,106.653382
insider,1,8,46,25,2455.0,77.0,530.0,7.669654
fastmultrec_greedy,1,8,46,25,2601.0,92.0,301.0,1.494498
lcamap,1,8,46,25,2674.0,96.0,274.0,0.049567
segdup,1,8,46,5,754,96,274,115.649355
insider,1,8,46,5,750.0,94.0,280.0,0.149436
fastmultrec_greedy,1,8,46,5,750.0,94.0,280.0,0.898350
lcamap,1,8,46,5,754.0,96.0,274.0,0.050126
segdup,1,9,46,10,149,14,9,71.035412
insider,1,9,46,10,149.0,14.0,9.0,0.068152
fastmultrec_greedy,1,9,46,10,149.0,14.0,9.0,0.167664
lcamap,1,9,46,10,149.0,14.0,9.0,0.026504
segdup,1,9,46,15,219,14,9,68.869454
insider,1,9,46,15,219.0,14.0,9.0,0.115215
fastmultrec_greedy,1,9,46,15,219.0,14.0,9.0,0.167150
lcamap,1,9,46,15,219.0,14.0,9.0,0.027320
segdup,1,9,46,20,289,14,9,61.698810
insider,1,9,46,20,289.0,14.0,9.0,0.231133
fastmultrec_greedy,1,9,46,20,289.0,14.0,9.0,0.169447
lcamap,1,9,46,20,289.0,14.0,9.0,0.026635
segdup,1,9,46,25,359,14,9,48.159757
insider,1,9,46,25,359.0,14.0,9.0,0.630507
fastmultrec_greedy,1,9,46,25,359.0,14.0,9.0,0.163091
lcamap,1,9,46,25,359.0,14.0,9.0,0.032519
segdup,1,9,46,5,79,14,9,76.914732
insider,1,9,46,5,79.0,14.0,9.0,0.054168
fastmultrec_greedy,1,9,46,5,79.0,14.0,9.0,0.173952
lcamap,1,9,46,5,79.0,14.0,9.0,0.026765
segdup,2,10,46,10,31,3,1,223.110812
insider,2,10,46,10,31.0,3.0,1.0,0.130986
fastmultrec_greedy,2,10,46,10,31.0,3.0,1.0,0.470852
lcamap,2,10,46,10,31.0,3.0,1.0,0.072419
segdup,2,10,46,15,46,3,1,109.017663
insider,2,10,46,15,46.0,3.0,1.0,0.132744
fastmultrec_greedy,2,10,46,15,46.0,3.0,1.0,0.470252
lcamap,2,10,46,15,46.0,3.0,1.0,0.073757
segdup,2,10,46,20,61,3,1,106.676753
insider,2,10,46,20,61.0,3.0,1.0,0.133373
fastmultrec_greedy,2,10,46,20,61.0,3.0,1.0,0.472837
lcamap,2,10,46,20,61.0,3.0,1.0,0.072004
segdup,2,10,46,25,76,3,1,105.598553
insider,2,10,46,25,76.0,3.0,1.0,0.136755
fastmultrec_greedy,2,10,46,25,76.0,3.0,1.0,0.467251
lcamap,2,10,46,25,76.0,3.0,1.0,0.071574
segdup,2,10,46,5,16,3,1,231.126435
insider,2,10,46,5,16.0,3.0,1.0,0.130465
fastmultrec_greedy,2,10,46,5,16.0,3.0,1.0,0.469282
lcamap,2,10,46,5,16.0,3.0,1.0,0.070563
segdup,2,11,46,10,22,2,2,123.183799
insider,2,11,46,10,22.0,2.0,2.0,0.074467
fastmultrec_greedy,2,11,46,10,22.0,2.0,2.0,0.262025
lcamap,2,11,46,10,22.0,2.0,2.0,0.042194
segdup,2,11,46,15,32,2,2,95.174848
insider,2,11,46,15,32.0,2.0,2.0,0.079499
fastmultrec_greedy,2,11,46,15,32.0,2.0,2.0,0.257085
lcamap,2,11,46,15,32.0,2.0,2.0,0.041430
segdup,2,11,46,20,42,2,2,56.263040
insider,2,11,46,20,42.0,2.0,2.0,0.073922
fastmultrec_greedy,2,11,46,20,42.0,2.0,2.0,0.260911
lcamap,2,11,46,20,42.0,2.0,2.0,0.042285
segdup,2,11,46,25,52,2,2,56.805465
insider,2,11,46,25,52.0,2.0,2.0,0.074977
fastmultrec_greedy,2,11,46,25,52.0,2.0,2.0,0.258645
lcamap,2,11,46,25,52.0,2.0,2.0,0.041890
segdup,2,11,46,5,12,2,2,130.730598
insider,2,11,46,5,12.0,2.0,2.0,0.076489
fastmultrec_greedy,2,11,46,5,12.0,2.0,2.0,0.260354
lcamap,2,11,46,5,12.0,2.0,2.0,0.041919
segdup,2,15,46,10,20,2,0,76.573354
insider,2,15,46,10,20.0,2.0,0.0,0.047679
fastmultrec_greedy,2,15,46,10,20.0,2.0,0.0,0.151497
lcamap,2,15,46,10,20.0,2.0,0.0,0.026556
segdup,2,15,46,15,30,2,0,35.452595
insider,2,15,46,15,30.0,2.0,0.0,0.047796
fastmultrec_greedy,2,15,46,15,30.0,2.0,0.0,0.154081
lcamap,2,15,46,15,30.0,2.0,0.0,0.027434
segdup,2,15,46,20,40,2,0,35.574463
insider,2,15,46,20,40.0,2.0,0.0,0.047587
fastmultrec_greedy,2,15,46,20,40.0,2.0,0.0,0.151894
lcamap,2,15,46,20,40.0,2.0,0.0,0.026148
segdup,2,15,46,25,50,2,0,35.415350
insider,2,15,46,25,50.0,2.0,0.0,0.047529
fastmultrec_greedy,2,15,46,25,50.0,2.0,0.0,0.150886
lcamap,2,15,46,25,50.0,2.0,0.0,0.027007
segdup,2,15,46,5,10,2,0,85.204378
insider,2,15,46,5,10.0,2.0,0.0,0.048899
fastmultrec_greedy,2,15,46,5,10.0,2.0,0.0,0.150931
lcamap,2,15,46,5,10.0,2.0,0.0,0.026583
segdup,2,8,46,10,298,27,28,90.388395
insider,2,8,46,10,298.0,27.0,28.0,0.145476
fastmultrec_greedy,2,8,46,10,298.0,27.0,28.0,0.248405
lcamap,2,8,46,10,298.0,27.0,28.0,0.042261
segdup,2,8,46,15,433,27,28,64.204276
insider,2,8,46,15,433.0,27.0,28.0,0.271845
fastmultrec_greedy,2,8,46,15,433.0,27.0,28.0,0.248963
lcamap,2,8,46,15,433.0,27.0,28.0,0.042007
segdup,2,8,46,20,568,27,28,64.500488
insider,2,8,46,20,565.0,26.0,45.0,1.506904
fastmultrec_greedy,2,8,46,20,568.0,27.0,28.0,0.242459
lcamap,2,8,46,20,568.0,27.0,28.0,0.041752
segdup,2,8,46,25,703,27,28,66.410382
insider,2,8,46,25,691.0,25.0,66.0,12.597000
fastmultrec_greedy,2,8,46,25,703.0,27.0,28.0,0.247149
lcamap,2,8,46,25,703.0,27.0,28.0,0.041392
segdup,2,8,46,5,163,27,28,94.530776
insider,2,8,46,5,163.0,27.0,28.0,0.103833
fastmultrec_greedy,2,8,46,5,163.0,27.0,28.0,0.251086
lcamap,2,8,46,5,163.0,27.0,28.0,0.042278
segdup,1,10,47,10,30,3,0,90.883196
insider,1,10,47,10,30.0,3.0,0.0,0.054161
fastmultrec_greedy,1,10,47,10,30.0,3.0,0.0,0.205491
lcamap,1,10,47,10,30.0,3.0,0.0,0.030732
segdup,1,10,47,15,45,3,0,71.407423
insider,1,10,47,15,45.0,3.0,0.0,0.055105
fastmultrec_greedy,1,10,47,15,45.0,3.0,0.0,0.202676
lcamap,1,10,47,15,45.0,3.0,0.0,0.030802
segdup,1,10,47,20,60,3,0,55.068068
insider,1,10,47,20,60.0,3.0,0.0,0.055683
fastmultrec_greedy,1,10,47,20,60.0,3.0,0.0,0.200702
lcamap,1,10,47,20,60.0,3.0,0.0,0.030543
segdup,1,10,47,25,75,3,0,55.042844
insider,1,10,47,25,75.0,3.0,0.0,0.057831
fastmultrec_greedy,1,10,47,25,75.0,3.0,0.0,0.202695
lcamap,1,10,47,25,75.0,3.0,0.0,0.031358
segdup,1,10,47,5,15,3,0,100.884284
insider,1,10,47,5,15.0,3.0,0.0,0.053537
fastmultrec_greedy,1,10,47,5,15.0,3.0,0.0,0.200868
lcamap,1,10,47,5,15.0,3.0,0.0,0.031788
segdup,1,11,47,10,10,1,0,92.880275
insider,1,11,47,10,10.0,1.0,0.0,0.050802
fastmultrec_greedy,1,11,47,10,10.0,1.0,0.0,0.182025
lcamap,1,11,47,10,10.0,1.0,0.0,0.031846
segdup,1,11,47,15,15,1,0,91.963423
insider,1,11,47,15,15.0,1.0,0.0,0.050040
fastmultrec_greedy,1,11,47,15,15.0,1.0,0.0,0.179470
lcamap,1,11,47,15,15.0,1.0,0.0,0.031636
segdup,1,11,47,20,20,1,0,53.913633
insider,1,11,47,20,20.0,1.0,0.0,0.050485
fastmultrec_greedy,1,11,47,20,20.0,1.0,0.0,0.179620
lcamap,1,11,47,20,20.0,1.0,0.0,0.031238
segdup,1,11,47,25,25,1,0,54.426028
insider,1,11,47,25,25.0,1.0,0.0,0.049876
fastmultrec_greedy,1,11,47,25,25.0,1.0,0.0,0.180842
lcamap,1,11,47,25,25.0,1.0,0.0,0.031187
segdup,1,11,47,5,5,1,0,100.527766
insider,1,11,47,5,5.0,1.0,0.0,0.050801
fastmultrec_greedy,1,11,47,5,5.0,1.0,0.0,0.179713
lcamap,1,11,47,5,5.0,1.0,0.0,0.031300
segdup,1,15,47,10,10,1,0,81.934207
insider,1,15,47,10,10.0,1.0,0.0,0.041323
fastmultrec_greedy,1,15,47,10,10.0,1.0,0.0,0.142251
lcamap,1,15,47,10,10.0,1.0,0.0,0.024094
segdup,1,15,47,15,15,1,0,64.793950
insider,1,15,47,15,15.0,1.0,0.0,0.040943
fastmultrec_greedy,1,15,47,15,15.0,1.0,0.0,0.139755
lcamap,1,15,47,15,15.0,1.0,0.0,0.024165
segdup,1,15,47,20,20,1,0,63.568002
insider,1,15,47,20,20.0,1.0,0.0,0.040851
fastmultrec_greedy,1,15,47,20,20.0,1.0,0.0,0.139934
lcamap,1,15,47,20,20.0,1.0,0.0,0.023934
segdup,1,15,47,25,25,1,0,46.148935
insider,1,15,47,25,25.0,1.0,0.0,0.042045
fastmultrec_greedy,1,15,47,25,25.0,1.0,0.0,0.140370
lcamap,1,15,47,25,25.0,1.0,0.0,0.024197
segdup,1,15,47,5,5,1,0,82.640657
insider,1,15,47,5,5.0,1.0,0.0,0.040769
fastmultrec_greedy,1,15,47,5,5.0,1.0,0.0,0.140407
lcamap,1,15,47,5,5.0,1.0,0.0,0.023865
segdup,1,8,47,10,388,34,48,55.546765
insider,1,8,47,10,383.0,32.0,63.0,0.131411
fastmultrec_greedy,1,8,47,10,384.0,33.0,54.0,0.220559
lcamap,1,8,47,10,388.0,34.0,48.0,0.020889
segdup,1,8,47,15,558,34,48,48.192178
insider,1,8,47,15,543.0,32.0,63.0,0.303478
fastmultrec_greedy,1,8,47,15,549.0,33.0,54.0,0.217594
lcamap,1,8,47,15,558.0,34.0,48.0,0.021206
segdup,1,8,47,20,728,34,48,46.836338
insider,1,8,47,20,699.0,30.0,99.0,1.887985
fastmultrec_greedy,1,8,47,20,714.0,33.0,54.0,0.217823
lcamap,1,8,47,20,728.0,34.0,48.0,0.021264
segdup,1,8,47,25,898,34,48,46.576586
insider,1,8,47,25,836.0,27.0,161.0,59.861159
fastmultrec_greedy,1,8,47,25,879.0,33.0,54.0,0.217942
lcamap,1,8,47,25,898.0,34.0,48.0,0.020959
segdup,1,8,47,5,218,34,48,57.656048
insider,1,8,47,5,218.0,34.0,48.0,0.055791
fastmultrec_greedy,1,8,47,5,218.0,34.0,48.0,0.125761
lcamap,1,8,47,5,218.0,34.0,48.0,0.021510
segdup,1,9,47,10,73,7,3,150.403196
insider,1,9,47,10,73.0,7.0,3.0,0.092288
fastmultrec_greedy,1,9,47,10,73.0,7.0,3.0,0.332312
lcamap,1,9,47,10,73.0,7.0,3.0,0.050787
segdup,1,9,47,15,108,7,3,106.153981
insider,1,9,47,15,108.0,7.0,3.0,0.093616
fastmultrec_greedy,1,9,47,15,108.0,7.0,3.0,0.335112
lcamap,1,9,47,15,108.0,7.0,3.0,0.051733
segdup,1,9,47,20,143,7,3,105.671479
insider,1,9,47,20,141.0,6.0,21.0,0.096856
fastmultrec_greedy,1,9,47,20,143.0,7.0,3.0,0.334560
lcamap,1,9,47,20,143.0,7.0,3.0,0.051498
segdup,1,9,47,25,178,7,3,104.440137
insider,1,9,47,25,171.0,6.0,21.0,0.096255
fastmultrec_greedy,1,9,47,25,178.0,7.0,3.0,0.333376
lcamap,1,9,47,25,178.0,7.0,3.0,0.050152
segdup,1,9,47,5,38,7,3,130.659674
insider,1,9,47,5,38.0,7.0,3.0,0.084286
fastmultrec_greedy,1,9,47,5,38.0,7.0,3.0,0.334077
lcamap,1,9,47,5,38.0,7.0,3.0,0.052743
segdup,2,10,47,10,46,4,6,299.707840
insider,2,10,47,10,46.0,4.0,6.0,0.162045
fastmultrec_greedy,2,10,47,10,46.0,4.0,6.0,0.602847
lcamap,2,10,47,10,46.0,4.0,6.0,0.097312
segdup,2,10,47,15,66,4,6,325.719767
insider,2,10,47,15,66.0,4.0,6.0,0.164133
fastmultrec_greedy,2,10,47,15,66.0,4.0,6.0,0.604192
lcamap,2,10,47,15,66.0,4.0,6.0,0.098131
segdup,2,10,47,20,86,4,6,166.011730
insider,2,10,47,20,86.0,4.0,6.0,0.166054
fastmultrec_greedy,2,10,47,20,86.0,4.0,6.0,0.600683
lcamap,2,10,47,20,86.0,4.0,6.0,0.098862
segdup,2,10,47,25,106,4,6,159.448210
insider,2,10,47,25,106.0,4.0,6.0,0.168785
fastmultrec_greedy,2,10,47,25,106.0,4.0,6.0,0.602677
lcamap,2,10,47,25,106.0,4.0,6.0,0.098547
segdup,2,10,47,5,26,4,6,329.013557
insider,2,10,47,5,26.0,4.0,6.0,0.158354
fastmultrec_greedy,2,10,47,5,26.0,4.0,6.0,0.597608
lcamap,2,10,47,5,26.0,4.0,6.0,0.098809
segdup,2,15,47,10,20,2,0,109.101235
insider,2,15,47,10,20.0,2.0,0.0,0.074637
fastmultrec_greedy,2,15,47,10,20.0,2.0,0.0,0.275295
lcamap,2,15,47,10,20.0,2.0,0.0,0.039933
segdup,2,15,47,15,30,2,0,94.337889
insider,2,15,47,15,30.0,2.0,0.0,0.075126
fastmultrec_greedy,2,15,47,15,30.0,2.0,0.0,0.274802
lcamap,2,15,47,15,30.0,2.0,0.0,0.038850
segdup,2,15,47,20,40,2,0,51.549992
insider,2,15,47,20,40.0,2.0,0.0,0.074987
fastmultrec_greedy,2,15,47,20,40.0,2.0,0.0,0.274372
lcamap,2,15,47,20,40.0,2.0,0.0,0.039076
segdup,2,15,47,25,50,2,0,52.323769
insider,2,15,47,25,50.0,2.0,0.0,0.074244
fastmultrec_greedy,2,15,47,25,50.0,2.0,0.0,0.277786
lcamap,2,15,47,25,50.0,2.0,0.0,0.039247
segdup,2,15,47,5,10,2,0,113.106287
insider,2,15,47,5,10.0,2.0,0.0,0.075795
fastmultrec_greedy,2,15,47,5,10.0,2.0,0.0,0.276257
lcamap,2,15,47,5,10.0,2.0,0.0,0.040234
segdup,2,8,47,10,795,65,145,231.851172
insider,2,8,47,10,777.0,60.0,177.0,0.598363
fastmultrec_greedy,2,8,47,10,796.0,66.0,136.0,0.660592
lcamap,2,8,47,10,796.0,66.0,136.0,0.102339
segdup,2,8,47,15,1126,66,136,220.835182
insider,2,8,47,15,1077.0,59.0,192.0,2.148391
fastmultrec_greedy,2,8,47,15,1123.0,65.0,148.0,1.201167
lcamap,2,8,47,15,1126.0,66.0,136.0,0.101897
segdup,2,8,47,20,1445,65,145,211.382863
insider,2,8,47,20,1355.0,53.0,295.0,13.051425
fastmultrec_greedy,2,8,47,20,1448.0,65.0,148.0,1.207605
lcamap,2,8,47,20,1456.0,66.0,136.0,0.101368
segdup,2,8,47,25,1786,66,136,210.287049
insider,2,8,47,25,1610.0,51.0,335.0,144.728008
fastmultrec_greedy,2,8,47,25,1769.0,64.0,169.0,1.790572
lcamap,2,8,47,25,1786.0,66.0,136.0,0.103163
segdup,2,8,47,5,466,66,136,230.909670
insider,2,8,47,5,465.0,65.0,140.0,0.273043
fastmultrec_greedy,2,8,47,5,466.0,66.0,136.0,0.663242
lcamap,2,8,47,5,466.0,66.0,136.0,0.102022
segdup,2,9,47,10,111,10,11,175.110836
insider,2,9,47,10,111.0,10.0,11.0,0.102869
fastmultrec_greedy,2,9,47,10,111.0,10.0,11.0,0.398223
lcamap,2,9,47,10,111.0,10.0,11.0,0.048215
segdup,2,9,47,15,161,10,11,162.161308
insider,2,9,47,15,161.0,10.0,11.0,0.120736
fastmultrec_greedy,2,9,47,15,161.0,10.0,11.0,0.381428
lcamap,2,9,47,15,161.0,10.0,11.0,0.049158
segdup,2,9,47,20,211,10,11,130.760597
insider,2,9,47,20,211.0,10.0,11.0,0.139839
fastmultrec_greedy,2,9,47,20,211.0,10.0,11.0,0.379439
lcamap,2,9,47,20,211.0,10.0,11.0,0.049546
segdup,2,9,47,25,261,10,11,131.542845
insider,2,9,47,25,261.0,10.0,11.0,0.161182
fastmultrec_greedy,2,9,47,25,261.0,10.0,11.0,0.380101
lcamap,2,9,47,25,261.0,10.0,11.0,0.048768
segdup,2,9,47,5,61,10,11,181.625440
insider,2,9,47,5,61.0,10.0,11.0,0.096981
fastmultrec_greedy,2,9,47,5,61.0,10.0,11.0,0.383016
lcamap,2,9,47,5,61.0,10.0,11.0,0.049518
segdup,1,10,48,10,31,3,1,107.818914
insider,1,10,48,10,31.0,3.0,1.0,0.069640
fastmultrec_greedy,1,10,48,10,31.0,3.0,1.0,0.247961
lcamap,1,10,48,10,31.0,3.0,1.0,0.042598
segdup,1,10,48,15,46,3,1,98.548798
insider,1,10,48,15,46.0,3.0,1.0,0.071533
fastmultrec_greedy,1,10,48,15,46.0,3.0,1.0,0.249773
lcamap,1,10,48,15,46.0,3.0,1.0,0.042657
segdup,1,10,48,20,61,3,1,67.682714
insider,1,10,48,20,61.0,3.0,1.0,0.074174
fastmultrec_greedy,1,10,48,20,61.0,3.0,1.0,0.249424
lcamap,1,10,48,20,61.0,3.0,1.0,0.042845
segdup,1,10,48,25,76,3,1,66.909691
insider,1,10,48,25,76.0,3.0,1.0,0.075883
fastmultrec_greedy,1,10,48,25,76.0,3.0,1.0,0.248882
lcamap,1,10,48,25,76.0,3.0,1.0,0.042274
segdup,1,10,48,5,16,3,1,120.722988
insider,1,10,48,5,16.0,3.0,1.0,0.068796
fastmultrec_greedy,1,10,48,5,16.0,3.0,1.0,0.247746
lcamap,1,10,48,5,16.0,3.0,1.0,0.041781
segdup,1,11,48,10,10,1,0,61.526319
insider,1,11,48,10,10.0,1.0,0.0,0.035667
fastmultrec_greedy,1,11,48,10,10.0,1.0,0.0,0.129119
lcamap,1,11,48,10,10.0,1.0,0.0,0.020503
segdup,1,11,48,15,15,1,0,51.723865
insider,1,11,48,15,15.0,1.0,0.0,0.036592
fastmultrec_greedy,1,11,48,15,15.0,1.0,0.0,0.128437
lcamap,1,11,48,15,15.0,1.0,0.0,0.020174
segdup,1,11,48,20,20,1,0,36.675491
insider,1,11,48,20,20.0,1.0,0.0,0.035845
fastmultrec_greedy,1,11,48,20,20.0,1.0,0.0,0.128989
lcamap,1,11,48,20,20.0,1.0,0.0,0.020313
segdup,1,11,48,25,25,1,0,36.968815
insider,1,11,48,25,25.0,1.0,0.0,0.035627
fastmultrec_greedy,1,11,48,25,25.0,1.0,0.0,0.136036
lcamap,1,11,48,25,25.0,1.0,0.0,0.020235
segdup,1,11,48,5,5,1,0,66.715546
insider,1,11,48,5,5.0,1.0,0.0,0.036266
fastmultrec_greedy,1,11,48,5,5.0,1.0,0.0,0.129333
lcamap,1,11,48,5,5.0,1.0,0.0,0.020561
segdup,1,15,48,10,10,1,0,75.716817
insider,1,15,48,10,10.0,1.0,0.0,0.047335
fastmultrec_greedy,1,15,48,10,10.0,1.0,0.0,0.195309
lcamap,1,15,48,10,10.0,1.0,0.0,0.027986
segdup,1,15,48,15,15,1,0,69.506735
insider,1,15,48,15,15.0,1.0,0.0,0.047558
fastmultrec_greedy,1,15,48,15,15.0,1.0,0.0,0.207709
lcamap,1,15,48,15,15.0,1.0,0.0,0.028624
segdup,1,15,48,20,20,1,0,49.255139
insider,1,15,48,20,20.0,1.0,0.0,0.047622
fastmultrec_greedy,1,15,48,20,20.0,1.0,0.0,0.198118
lcamap,1,15,48,20,20.0,1.0,0.0,0.028226
segdup,1,15,48,25,25,1,0,50.473125
insider,1,15,48,25,25.0,1.0,0.0,0.048461
fastmultrec_greedy,1,15,48,25,25.0,1.0,0.0,0.197121
lcamap,1,15,48,25,25.0,1.0,0.0,0.028184
segdup,1,15,48,5,5,1,0,82.634674
insider,1,15,48,5,5.0,1.0,0.0,0.048185
fastmultrec_greedy,1,15,48,5,5.0,1.0,0.0,0.194384
lcamap,1,15,48,5,5.0,1.0,0.0,0.028390
segdup,1,8,48,10,175,16,15,67.968154
insider,1,8,48,10,168.0,15.0,18.0,0.063120
fastmultrec_greedy,1,8,48,10,168.0,15.0,18.0,0.282865
lcamap,1,8,48,10,175.0,16.0,15.0,0.022699
segdup,1,8,48,15,255,16,15,67.378451
insider,1,8,48,15,243.0,15.0,18.0,0.102605
fastmultrec_greedy,1,8,48,15,243.0,15.0,18.0,0.282502
lcamap,1,8,48,15,255.0,16.0,15.0,0.023076
segdup,1,8,48,20,335,16,15,62.309327
insider,1,8,48,20,318.0,15.0,18.0,0.222363
fastmultrec_greedy,1,8,48,20,318.0,15.0,18.0,0.277605
lcamap,1,8,48,20,335.0,16.0,15.0,0.023037
segdup,1,8,48,25,415,16,15,64.257617
insider,1,8,48,25,385.0,13.0,60.0,0.587818
fastmultrec_greedy,1,8,48,25,393.0,15.0,18.0,0.280444
lcamap,1,8,48,25,415.0,16.0,15.0,0.022978
segdup,1,8,48,5,95,16,15,67.987950
insider,1,8,48,5,93.0,15.0,18.0,0.048078
fastmultrec_greedy,1,8,48,5,93.0,15.0,18.0,0.282827
lcamap,1,8,48,5,95.0,16.0,15.0,0.022561
segdup,1,9,48,10,62,6,2,100.121110
insider,1,9,48,10,62.0,6.0,2.0,0.082569
fastmultrec_greedy,1,9,48,10,62.0,6.0,2.0,0.337672
lcamap,1,9,48,10,62.0,6.0,2.0,0.047359
segdup,1,9,48,15,92,6,2,69.806132
insider,1,9,48,15,92.0,6.0,2.0,0.083107
fastmultrec_greedy,1,9,48,15,92.0,6.0,2.0,0.338637
lcamap,1,9,48,15,92.0,6.0,2.0,0.049614
segdup,1,9,48,20,122,6,2,68.599577
insider,1,9,48,20,122.0,6.0,2.0,0.086374
fastmultrec_greedy,1,9,48,20,122.0,6.0,2.0,0.335802
lcamap,1,9,48,20,122.0,6.0,2.0,0.051862
segdup,1,9,48,25,152,6,2,68.044054
insider,1,9,48,25,152.0,6.0,2.0,0.088996
fastmultrec_greedy,1,9,48,25,152.0,6.0,2.0,0.338589
lcamap,1,9,48,25,152.0,6.0,2.0,0.047416
segdup,1,9,48,5,32,6,2,105.471308
insider,1,9,48,5,32.0,6.0,2.0,0.079500
fastmultrec_greedy,1,9,48,5,32.0,6.0,2.0,0.340186
lcamap,1,9,48,5,32.0,6.0,2.0,0.047557
segdup,2,10,48,10,41,4,1,181.588708
insider,2,10,48,10,41.0,4.0,1.0,0.137302
fastmultrec_greedy,2,10,48,10,41.0,4.0,1.0,0.500773
lcamap,2,10,48,10,41.0,4.0,1.0,0.077264
segdup,2,10,48,15,61,4,1,109.549320
insider,2,10,48,15,61.0,4.0,1.0,0.178716
fastmultrec_greedy,2,10,48,15,61.0,4.0,1.0,0.560132
lcamap,2,10,48,15,61.0,4.0,1.0,0.077935
segdup,2,10,48,20,81,4,1,109.118917
insider,2,10,48,20,81.0,4.0,1.0,0.141857
fastmultrec_greedy,2,10,48,20,81.0,4.0,1.0,0.497778
lcamap,2,10,48,20,81.0,4.0,1.0,0.074212
segdup,2,10,48,25,101,4,1,104.694533
insider,2,10,48,25,101.0,4.0,1.0,0.141316
fastmultrec_greedy,2,10,48,25,101.0,4.0,1.0,0.502921
lcamap,2,10,48,25,101.0,4.0,1.0,0.075471
segdup,2,10,48,5,21,4,1,243.304038
insider,2,10,48,5,21.0,4.0,1.0,0.135156
fastmultrec_greedy,2,10,48,5,21.0,4.0,1.0,0.507577
lcamap,2,10,48,5,21.0,4.0,1.0,0.076991
segdup,2,11,48,10,20,2,0,299.356741
insider,2,11,48,10,20.0,2.0,0.0,0.156798
fastmultrec_greedy,2,11,48,10,20.0,2.0,0.0,0.689622
lcamap,2,11,48,10,20.0,2.0,0.0,0.097704
segdup,2,11,48,15,30,2,0,169.976646
insider,2,11,48,15,30.0,2.0,0.0,0.146841
fastmultrec_greedy,2,11,48,15,30.0,2.0,0.0,0.661168
lcamap,2,11,48,15,30.0,2.0,0.0,0.079871
segdup,2,11,48,20,40,2,0,173.179295
insider,2,11,48,20,40.0,2.0,0.0,0.158721
fastmultrec_greedy,2,11,48,20,40.0,2.0,0.0,0.656119
lcamap,2,11,48,20,40.0,2.0,0.0,0.086596
segdup,2,11,48,25,50,2,0,157.308732
insider,2,11,48,25,50.0,2.0,0.0,0.136146
fastmultrec_greedy,2,11,48,25,50.0,2.0,0.0,0.610272
lcamap,2,11,48,25,50.0,2.0,0.0,0.078026
segdup,2,11,48,5,10,2,0,321.088703
insider,2,11,48,5,10.0,2.0,0.0,0.135228
fastmultrec_greedy,2,11,48,5,10.0,2.0,0.0,0.611353
lcamap,2,11,48,5,10.0,2.0,0.0,0.077843
segdup,2,15,48,10,20,2,0,181.649188
insider,2,15,48,10,20.0,2.0,0.0,0.091217
fastmultrec_greedy,2,15,48,10,20.0,2.0,0.0,0.336005
lcamap,2,15,48,10,20.0,2.0,0.0,0.050438
segdup,2,15,48,15,30,2,0,139.179204
