method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
fastmultrec_greedy,1,10,35,5,75.0,14.0,5.0,0.331615
lcamap,1,10,35,5,75.0,14.0,5.0,0.056408
segdup,1,11,35,10,10,1,0,148.744923
insider,1,11,35,10,10.0,1.0,0.0,0.081874
fastmultrec_greedy,1,11,35,10,10.0,1.0,0.0,0.298498
lcamap,1,11,35,10,10.0,1.0,0.0,0.051723
segdup,1,11,35,15,15,1,0,140.947246
insider,1,11,35,15,15.0,1.0,0.0,0.080884
fastmultrec_greedy,1,11,35,15,15.0,1.0,0.0,0.335306
lcamap,1,11,35,15,15.0,1.0,0.0,0.056441
segdup,1,11,35,20,20,1,0,93.385506
insider,1,11,35,20,20.0,1.0,0.0,0.088245
fastmultrec_greedy,1,11,35,20,20.0,1.0,0.0,0.285339
lcamap,1,11,35,20,20.0,1.0,0.0,0.051648
segdup,1,11,35,25,25,1,0,94.124784
insider,1,11,35,25,25.0,1.0,0.0,0.083551
fastmultrec_greedy,1,11,35,25,25.0,1.0,0.0,0.294856
lcamap,1,11,35,25,25.0,1.0,0.0,0.053434
segdup,1,11,35,5,5,1,0,149.384030
insider,1,11,35,5,5.0,1.0,0.0,0.075464
fastmultrec_greedy,1,11,35,5,5.0,1.0,0.0,0.288373
lcamap,1,11,35,5,5.0,1.0,0.0,0.051438
segdup,1,15,35,10,10,1,0,128.316000
insider,1,15,35,10,10.0,1.0,0.0,0.073488
fastmultrec_greedy,1,15,35,10,10.0,1.0,0.0,0.302874
lcamap,1,15,35,10,10.0,1.0,0.0,0.046314
segdup,1,15,35,15,15,1,0,111.252250
insider,1,15,35,15,15.0,1.0,0.0,0.074441
fastmultrec_greedy,1,15,35,15,15.0,1.0,0.0,0.306207
lcamap,1,15,35,15,15.0,1.0,0.0,0.045265
segdup,1,15,35,20,20,1,0,79.690320
insider,1,15,35,20,20.0,1.0,0.0,0.073855
fastmultrec_greedy,1,15,35,20,20.0,1.0,0.0,0.302499
lcamap,1,15,35,20,20.0,1.0,0.0,0.045790
segdup,1,15,35,25,25,1,0,79.723548
insider,1,15,35,25,25.0,1.0,0.0,0.076181
fastmultrec_greedy,1,15,35,25,25.0,1.0,0.0,0.296971
lcamap,1,15,35,25,25.0,1.0,0.0,0.047499
segdup,1,15,35,5,5,1,0,135.518428
insider,1,15,35,5,5.0,1.0,0.0,0.074075
fastmultrec_greedy,1,15,35,5,5.0,1.0,0.0,0.310887
lcamap,1,15,35,5,5.0,1.0,0.0,0.046961
segdup,1,8,35,10,384,33,54,41.988965
insider,1,8,35,10,383.0,32.0,63.0,0.098684
fastmultrec_greedy,1,8,35,10,384.0,33.0,54.0,0.129200
lcamap,1,8,35,10,384.0,33.0,54.0,0.020510
segdup,1,8,35,15,549,33,54,38.382872
insider,1,8,35,15,543.0,32.0,63.0,0.173793
fastmultrec_greedy,1,8,35,15,549.0,33.0,54.0,0.135321
lcamap,1,8,35,15,549.0,33.0,54.0,0.020007
segdup,1,8,35,20,714,33,54,38.573952
insider,1,8,35,20,701.0,30.0,101.0,0.729955
fastmultrec_greedy,1,8,35,20,714.0,33.0,54.0,0.128844
lcamap,1,8,35,20,714.0,33.0,54.0,0.021885
segdup,1,8,35,25,879,33,54,38.761636
insider,1,8,35,25,847.0,29.0,122.0,4.571723
fastmultrec_greedy,1,8,35,25,879.0,33.0,54.0,0.127199
lcamap,1,8,35,25,879.0,33.0,54.0,0.020804
segdup,1,8,35,5,219,33,54,43.308573
insider,1,8,35,5,219.0,33.0,54.0,0.059092
fastmultrec_greedy,1,8,35,5,219.0,33.0,54.0,0.130482
lcamap,1,8,35,5,219.0,33.0,54.0,0.020824
segdup,1,9,35,10,40,4,0,71.856849
insider,1,9,35,10,40.0,4.0,0.0,0.043153
fastmultrec_greedy,1,9,35,10,40.0,4.0,0.0,0.136385
lcamap,1,9,35,10,40.0,4.0,0.0,0.021228
segdup,1,9,35,15,60,4,0,58.585011
insider,1,9,35,15,60.0,4.0,0.0,0.039828
fastmultrec_greedy,1,9,35,15,60.0,4.0,0.0,0.134804
lcamap,1,9,35,15,60.0,4.0,0.0,0.020880
segdup,1,9,35,20,80,4,0,57.218852
insider,1,9,35,20,80.0,4.0,0.0,0.041963
fastmultrec_greedy,1,9,35,20,80.0,4.0,0.0,0.136670
lcamap,1,9,35,20,80.0,4.0,0.0,0.022447
segdup,1,9,35,25,100,4,0,59.455101
insider,1,9,35,25,100.0,4.0,0.0,0.046206
fastmultrec_greedy,1,9,35,25,100.0,4.0,0.0,0.134909
lcamap,1,9,35,25,100.0,4.0,0.0,0.021573
segdup,1,9,35,5,20,4,0,70.094152
insider,1,9,35,5,20.0,4.0,0.0,0.040699
fastmultrec_greedy,1,9,35,5,20.0,4.0,0.0,0.131931
lcamap,1,9,35,5,20.0,4.0,0.0,0.020868
segdup,2,10,35,10,40,4,0,219.868250
insider,2,10,35,10,40.0,4.0,0.0,0.133113
fastmultrec_greedy,2,10,35,10,40.0,4.0,0.0,0.467175
lcamap,2,10,35,10,40.0,4.0,0.0,0.079862
segdup,2,10,35,15,60,4,0,107.429093
insider,2,10,35,15,60.0,4.0,0.0,0.144915
fastmultrec_greedy,2,10,35,15,60.0,4.0,0.0,0.462803
lcamap,2,10,35,15,60.0,4.0,0.0,0.079895
segdup,2,10,35,20,80,4,0,112.283262
insider,2,10,35,20,80.0,4.0,0.0,0.133014
fastmultrec_greedy,2,10,35,20,80.0,4.0,0.0,0.456455
lcamap,2,10,35,20,80.0,4.0,0.0,0.078049
segdup,2,10,35,25,100,4,0,105.804197
insider,2,10,35,25,100.0,4.0,0.0,0.134886
fastmultrec_greedy,2,10,35,25,100.0,4.0,0.0,0.452885
lcamap,2,10,35,25,100.0,4.0,0.0,0.080916
segdup,2,10,35,5,20,4,0,232.285904
insider,2,10,35,5,20.0,4.0,0.0,0.127292
fastmultrec_greedy,2,10,35,5,20.0,4.0,0.0,0.457708
lcamap,2,10,35,5,20.0,4.0,0.0,0.078211
segdup,2,11,35,10,20,2,0,140.742279
insider,2,11,35,10,20.0,2.0,0.0,0.093521
fastmultrec_greedy,2,11,35,10,20.0,2.0,0.0,0.313831
lcamap,2,11,35,10,20.0,2.0,0.0,0.051080
segdup,2,11,35,15,30,2,0,114.500850
insider,2,11,35,15,30.0,2.0,0.0,0.090702
fastmultrec_greedy,2,11,35,15,30.0,2.0,0.0,0.312239
lcamap,2,11,35,15,30.0,2.0,0.0,0.049870
segdup,2,11,35,20,40,2,0,66.095343
insider,2,11,35,20,40.0,2.0,0.0,0.094031
fastmultrec_greedy,2,11,35,20,40.0,2.0,0.0,0.317228
lcamap,2,11,35,20,40.0,2.0,0.0,0.050223
segdup,2,11,35,25,50,2,0,65.229297
insider,2,11,35,25,50.0,2.0,0.0,0.092002
fastmultrec_greedy,2,11,35,25,50.0,2.0,0.0,0.314549
lcamap,2,11,35,25,50.0,2.0,0.0,0.050510
segdup,2,11,35,5,10,2,0,153.439187
insider,2,11,35,5,10.0,2.0,0.0,0.090033
fastmultrec_greedy,2,11,35,5,10.0,2.0,0.0,0.319192
lcamap,2,11,35,5,10.0,2.0,0.0,0.049823
segdup,2,15,35,10,20,2,0,178.924131
insider,2,15,35,10,20.0,2.0,0.0,0.099160
fastmultrec_greedy,2,15,35,10,20.0,2.0,0.0,0.353124
lcamap,2,15,35,10,20.0,2.0,0.0,0.052882
segdup,2,15,35,15,30,2,0,94.460191
insider,2,15,35,15,30.0,2.0,0.0,0.093751
fastmultrec_greedy,2,15,35,15,30.0,2.0,0.0,0.352877
lcamap,2,15,35,15,30.0,2.0,0.0,0.054624
segdup,2,15,35,20,40,2,0,94.647268
insider,2,15,35,20,40.0,2.0,0.0,0.094813
fastmultrec_greedy,2,15,35,20,40.0,2.0,0.0,0.352025
lcamap,2,15,35,20,40.0,2.0,0.0,0.054308
segdup,2,15,35,25,50,2,0,120.722312
insider,2,15,35,25,50.0,2.0,0.0,0.096204
fastmultrec_greedy,2,15,35,25,50.0,2.0,0.0,0.354580
lcamap,2,15,35,25,50.0,2.0,0.0,0.054262
segdup,2,15,35,5,10,2,0,200.949849
insider,2,15,35,5,10.0,2.0,0.0,0.095651
fastmultrec_greedy,2,15,35,5,10.0,2.0,0.0,0.348708
lcamap,2,15,35,5,10.0,2.0,0.0,0.055194
segdup,2,8,35,10,584,52,64,195.454090
insider,2,8,35,10,583.0,51.0,73.0,0.334341
fastmultrec_greedy,2,8,35,10,584.0,52.0,64.0,0.691446
lcamap,2,8,35,10,584.0,52.0,64.0,0.096218
segdup,2,8,35,15,844,52,64,185.065903
insider,2,8,35,15,835.0,50.0,85.0,0.711616
fastmultrec_greedy,2,8,35,15,844.0,52.0,64.0,0.672881
lcamap,2,8,35,15,844.0,52.0,64.0,0.099917
segdup,2,8,35,20,1104,52,64,182.412728
insider,2,8,35,20,1078.0,48.0,118.0,2.301297
fastmultrec_greedy,2,8,35,20,1104.0,52.0,64.0,0.669547
lcamap,2,8,35,20,1104.0,52.0,64.0,0.098637
segdup,2,8,35,25,1364,52,64,177.877936
insider,2,8,35,25,1308.0,45.0,183.0,21.527207
fastmultrec_greedy,2,8,35,25,1364.0,52.0,64.0,0.682348
lcamap,2,8,35,25,1364.0,52.0,64.0,0.097023
segdup,2,8,35,5,324,52,64,201.960143
insider,2,8,35,5,324.0,52.0,64.0,0.229853
fastmultrec_greedy,2,8,35,5,324.0,52.0,64.0,0.684410
lcamap,2,8,35,5,324.0,52.0,64.0,0.095403
segdup,2,9,35,10,274,25,24,110.589397
insider,2,9,35,10,273.0,24.0,33.0,0.180785
fastmultrec_greedy,2,9,35,10,274.0,25.0,24.0,0.371927
lcamap,2,9,35,10,274.0,25.0,24.0,0.060887
segdup,2,9,35,15,399,25,24,96.507174
insider,2,9,35,15,390.0,23.0,45.0,0.317636
fastmultrec_greedy,2,9,35,15,399.0,25.0,24.0,0.366101
lcamap,2,9,35,15,399.0,25.0,24.0,0.061577
segdup,2,9,35,20,524,25,24,80.480291
insider,2,9,35,20,505.0,23.0,45.0,0.830914
fastmultrec_greedy,2,9,35,20,524.0,25.0,24.0,0.364428
lcamap,2,9,35,20,524.0,25.0,24.0,0.060589
segdup,2,9,35,25,649,25,24,79.285660
insider,2,9,35,25,620.0,23.0,45.0,3.350035
fastmultrec_greedy,2,9,35,25,649.0,25.0,24.0,0.364924
lcamap,2,9,35,25,649.0,25.0,24.0,0.059366
segdup,2,9,35,5,149,25,24,118.595222
insider,2,9,35,5,149.0,25.0,24.0,0.130904
fastmultrec_greedy,2,9,35,5,149.0,25.0,24.0,0.372768
lcamap,2,9,35,5,149.0,25.0,24.0,0.061620
segdup,1,10,36,10,10,1,0,124.517729
insider,1,10,36,10,10.0,1.0,0.0,0.069884
fastmultrec_greedy,1,10,36,10,10.0,1.0,0.0,0.251568
lcamap,1,10,36,10,10.0,1.0,0.0,0.045520
segdup,1,10,36,15,15,1,0,69.736681
insider,1,10,36,15,15.0,1.0,0.0,0.068416
fastmultrec_greedy,1,10,36,15,15.0,1.0,0.0,0.210797
lcamap,1,10,36,15,15.0,1.0,0.0,0.035339
segdup,1,10,36,20,20,1,0,65.207901
insider,1,10,36,20,20.0,1.0,0.0,0.072035
fastmultrec_greedy,1,10,36,20,20.0,1.0,0.0,0.261708
lcamap,1,10,36,20,20.0,1.0,0.0,0.044188
segdup,1,10,36,25,25,1,0,70.570147
insider,1,10,36,25,25.0,1.0,0.0,0.055801
fastmultrec_greedy,1,10,36,25,25.0,1.0,0.0,0.205816
lcamap,1,10,36,25,25.0,1.0,0.0,0.033758
segdup,1,10,36,5,5,1,0,128.735443
insider,1,10,36,5,5.0,1.0,0.0,0.070528
fastmultrec_greedy,1,10,36,5,5.0,1.0,0.0,0.254385
lcamap,1,10,36,5,5.0,1.0,0.0,0.041705
segdup,1,11,36,10,10,1,0,226.302637
insider,1,11,36,10,10.0,1.0,0.0,0.107403
fastmultrec_greedy,1,11,36,10,10.0,1.0,0.0,0.399259
lcamap,1,11,36,10,10.0,1.0,0.0,0.064794
segdup,1,11,36,15,15,1,0,174.834612
insider,1,11,36,15,15.0,1.0,0.0,0.106725
fastmultrec_greedy,1,11,36,15,15.0,1.0,0.0,0.421908
lcamap,1,11,36,15,15.0,1.0,0.0,0.079114
segdup,1,11,36,20,20,1,0,168.151247
insider,1,11,36,20,20.0,1.0,0.0,0.106205
fastmultrec_greedy,1,11,36,20,20.0,1.0,0.0,0.413700
lcamap,1,11,36,20,20.0,1.0,0.0,0.067710
segdup,1,11,36,25,25,1,0,122.626374
insider,1,11,36,25,25.0,1.0,0.0,0.098932
fastmultrec_greedy,1,11,36,25,25.0,1.0,0.0,0.357306
lcamap,1,11,36,25,25.0,1.0,0.0,0.054918
segdup,1,11,36,5,5,1,0,216.928928
insider,1,11,36,5,5.0,1.0,0.0,0.109337
fastmultrec_greedy,1,11,36,5,5.0,1.0,0.0,0.428639
lcamap,1,11,36,5,5.0,1.0,0.0,0.068110
segdup,1,15,36,10,-1,-1,-1,0.367585
insider,1,15,36,10,10.0,1.0,0.0,0.059394
fastmultrec_greedy,1,15,36,10,10.0,1.0,0.0,0.228045
lcamap,1,15,36,10,10.0,1.0,0.0,0.036733
segdup,1,15,36,15,-1,-1,-1,103.361557
insider,1,15,36,15,15.0,1.0,0.0,0.060300
fastmultrec_greedy,1,15,36,15,15.0,1.0,0.0,0.228481
lcamap,1,15,36,15,15.0,1.0,0.0,0.036552
segdup,1,15,36,20,20,1,0,85.651854
insider,1,15,36,20,20.0,1.0,0.0,0.068706
fastmultrec_greedy,1,15,36,20,20.0,1.0,0.0,0.261007
lcamap,1,15,36,20,20.0,1.0,0.0,0.040843
segdup,1,15,36,25,25,1,0,83.822798
insider,1,15,36,25,25.0,1.0,0.0,0.072318
fastmultrec_greedy,1,15,36,25,25.0,1.0,0.0,0.275163
lcamap,1,15,36,25,25.0,1.0,0.0,0.043291
segdup,1,8,36,10,601,51,91,121.783865
insider,1,8,36,10,599.0,49.0,109.0,0.174361
fastmultrec_greedy,1,8,36,10,600.0,50.0,100.0,0.630912
lcamap,1,8,36,10,601.0,51.0,91.0,0.051142
segdup,1,8,36,15,856,51,91,106.897536
insider,1,8,36,15,841.0,48.0,121.0,0.350452
fastmultrec_greedy,1,8,36,15,850.0,50.0,100.0,0.541086
lcamap,1,8,36,15,856.0,51.0,91.0,0.048468
segdup,1,8,36,20,1100,50,100,87.754540
insider,1,8,36,20,1081.0,48.0,121.0,1.243876
fastmultrec_greedy,1,8,36,20,1100.0,50.0,100.0,0.473022
lcamap,1,8,36,20,1111.0,51.0,91.0,0.044901
segdup,1,8,36,25,1366,51,91,81.614594
insider,1,8,36,25,1317.0,47.0,142.0,6.882633
fastmultrec_greedy,1,8,36,25,1350.0,50.0,100.0,0.477563
lcamap,1,8,36,25,1366.0,51.0,91.0,0.048381
segdup,1,8,36,5,346,51,91,135.591219
insider,1,8,36,5,346.0,51.0,91.0,0.113784
fastmultrec_greedy,1,8,36,5,346.0,51.0,91.0,0.294205
lcamap,1,8,36,5,346.0,51.0,91.0,0.050034
segdup,1,9,36,10,43,4,3,136.187668
insider,1,9,36,10,43.0,4.0,3.0,0.064309
fastmultrec_greedy,1,9,36,10,43.0,4.0,3.0,0.201878
lcamap,1,9,36,10,43.0,4.0,3.0,0.035282
segdup,1,9,36,15,63,4,3,113.429413
insider,1,9,36,15,63.0,4.0,3.0,0.057225
fastmultrec_greedy,1,9,36,15,63.0,4.0,3.0,0.186060
lcamap,1,9,36,15,63.0,4.0,3.0,0.031060
segdup,1,9,36,20,83,4,3,69.068606
insider,1,9,36,20,83.0,4.0,3.0,0.059426
fastmultrec_greedy,1,9,36,20,83.0,4.0,3.0,0.181204
lcamap,1,9,36,20,83.0,4.0,3.0,0.030775
segdup,1,9,36,25,103,4,3,74.213438
insider,1,9,36,25,103.0,4.0,3.0,0.059516
fastmultrec_greedy,1,9,36,25,103.0,4.0,3.0,0.190687
lcamap,1,9,36,25,103.0,4.0,3.0,0.030376
segdup,1,9,36,5,23,4,3,134.371510
insider,1,9,36,5,23.0,4.0,3.0,0.061337
fastmultrec_greedy,1,9,36,5,23.0,4.0,3.0,0.188436
lcamap,1,9,36,5,23.0,4.0,3.0,0.031005
segdup,2,10,36,10,40,4,0,135.478577
insider,2,10,36,10,40.0,4.0,0.0,0.080292
fastmultrec_greedy,2,10,36,10,40.0,4.0,0.0,0.374655
lcamap,2,10,36,10,40.0,4.0,0.0,0.043801
segdup,2,10,36,15,60,4,0,85.047879
insider,2,10,36,15,60.0,4.0,0.0,0.090804
fastmultrec_greedy,2,10,36,15,60.0,4.0,0.0,0.381659
lcamap,2,10,36,15,60.0,4.0,0.0,0.042087
segdup,2,10,36,20,80,4,0,81.626579
insider,2,10,36,20,80.0,4.0,0.0,0.085654
fastmultrec_greedy,2,10,36,20,80.0,4.0,0.0,0.367866
lcamap,2,10,36,20,80.0,4.0,0.0,0.041730
segdup,2,10,36,25,100,4,0,83.956744
insider,2,10,36,25,100.0,4.0,0.0,0.092191
fastmultrec_greedy,2,10,36,25,100.0,4.0,0.0,0.376789
lcamap,2,10,36,25,100.0,4.0,0.0,0.041630
segdup,2,10,36,5,20,4,0,140.264092
insider,2,10,36,5,20.0,4.0,0.0,0.079742
fastmultrec_greedy,2,10,36,5,20.0,4.0,0.0,0.376270
lcamap,2,10,36,5,20.0,4.0,0.0,0.041727
segdup,2,15,36,10,20,2,0,302.923956
insider,2,15,36,10,20.0,2.0,0.0,0.161603
fastmultrec_greedy,2,15,36,10,20.0,2.0,0.0,0.655877
lcamap,2,15,36,10,20.0,2.0,0.0,0.108500
segdup,2,15,36,15,30,2,0,139.682960
insider,2,15,36,15,30.0,2.0,0.0,0.160676
fastmultrec_greedy,2,15,36,15,30.0,2.0,0.0,0.652871
lcamap,2,15,36,15,30.0,2.0,0.0,0.105677
segdup,2,15,36,20,40,2,0,136.749077
insider,2,15,36,20,40.0,2.0,0.0,0.161138
fastmultrec_greedy,2,15,36,20,40.0,2.0,0.0,0.653838
lcamap,2,15,36,20,40.0,2.0,0.0,0.105394
segdup,2,15,36,25,50,2,0,137.590842
insider,2,15,36,25,50.0,2.0,0.0,0.158858
fastmultrec_greedy,2,15,36,25,50.0,2.0,0.0,0.655003
lcamap,2,15,36,25,50.0,2.0,0.0,0.106006
segdup,2,15,36,5,10,2,0,308.029897
insider,2,15,36,5,10.0,2.0,0.0,0.160097
fastmultrec_greedy,2,15,36,5,10.0,2.0,0.0,0.657874
lcamap,2,15,36,5,10.0,2.0,0.0,0.106808
segdup,2,8,36,10,1265,99,275,245.244742
insider,2,8,36,10,1239.0,91.0,329.0,0.631710
fastmultrec_greedy,2,8,36,10,1253.0,96.0,293.0,2.068805
lcamap,2,8,36,10,1265.0,99.0,275.0,0.104558
segdup,2,8,36,15,1760,99,275,229.234617
insider,2,8,36,15,1684.0,83.0,439.0,2.056196
fastmultrec_greedy,2,8,36,15,1733.0,96.0,293.0,2.004563
lcamap,2,8,36,15,1760.0,99.0,275.0,0.092807
segdup,2,8,36,20,2255,99,275,227.995959
insider,2,8,36,20,2087.0,79.0,507.0,6.550310
fastmultrec_greedy,2,8,36,20,2213.0,96.0,293.0,2.011241
lcamap,2,8,36,20,2255.0,99.0,275.0,0.095062
segdup,2,8,36,25,2750,99,275,221.198756
insider,2,8,36,25,2474.0,77.0,549.0,23.254611
fastmultrec_greedy,2,8,36,25,2693.0,96.0,293.0,2.018381
lcamap,2,8,36,25,2750.0,99.0,275.0,0.099311
segdup,2,8,36,5,770,99,275,262.264658
insider,2,8,36,5,768.0,98.0,278.0,0.300795
fastmultrec_greedy,2,8,36,5,768.0,98.0,278.0,1.033526
lcamap,2,8,36,5,770.0,99.0,275.0,0.097948
segdup,2,9,36,10,54,5,4,144.764108
insider,2,9,36,10,54.0,5.0,4.0,0.107166
fastmultrec_greedy,2,9,36,10,54.0,5.0,4.0,0.422855
lcamap,2,9,36,10,54.0,5.0,4.0,0.062259
segdup,2,9,36,15,79,5,4,132.805991
insider,2,9,36,15,79.0,5.0,4.0,0.112023
fastmultrec_greedy,2,9,36,15,79.0,5.0,4.0,0.420692
lcamap,2,9,36,15,79.0,5.0,4.0,0.062238
segdup,2,9,36,20,104,5,4,84.166551
insider,2,9,36,20,104.0,5.0,4.0,0.121326
fastmultrec_greedy,2,9,36,20,104.0,5.0,4.0,0.430221
lcamap,2,9,36,20,104.0,5.0,4.0,0.063886
segdup,2,9,36,25,129,5,4,77.736175
insider,2,9,36,25,129.0,5.0,4.0,0.145825
fastmultrec_greedy,2,9,36,25,129.0,5.0,4.0,0.470707
lcamap,2,9,36,25,129.0,5.0,4.0,0.073265
segdup,2,9,36,5,29,5,4,154.688069
insider,2,9,36,5,29.0,5.0,4.0,0.105329
fastmultrec_greedy,2,9,36,5,29.0,5.0,4.0,0.436962
lcamap,2,9,36,5,29.0,5.0,4.0,0.069740
segdup,1,10,37,10,10,1,0,93.233159
insider,1,10,37,10,10.0,1.0,0.0,0.047205
fastmultrec_greedy,1,10,37,10,10.0,1.0,0.0,0.181146
lcamap,1,10,37,10,10.0,1.0,0.0,0.031000
segdup,1,10,37,15,15,1,0,53.593565
insider,1,10,37,15,15.0,1.0,0.0,0.049475
fastmultrec_greedy,1,10,37,15,15.0,1.0,0.0,0.187901
lcamap,1,10,37,15,15.0,1.0,0.0,0.030336
segdup,1,10,37,20,20,1,0,54.064105
insider,1,10,37,20,20.0,1.0,0.0,0.050082
fastmultrec_greedy,1,10,37,20,20.0,1.0,0.0,0.190036
lcamap,1,10,37,20,20.0,1.0,0.0,0.031637
segdup,1,10,37,25,25,1,0,53.866300
insider,1,10,37,25,25.0,1.0,0.0,0.050331
fastmultrec_greedy,1,10,37,25,25.0,1.0,0.0,0.189003
lcamap,1,10,37,25,25.0,1.0,0.0,0.030913
segdup,1,10,37,5,5,1,0,98.498261
insider,1,10,37,5,5.0,1.0,0.0,0.047100
fastmultrec_greedy,1,10,37,5,5.0,1.0,0.0,0.217910
lcamap,1,10,37,5,5.0,1.0,0.0,0.036278
segdup,1,11,37,10,10,1,0,114.808382
insider,1,11,37,10,10.0,1.0,0.0,0.065395
fastmultrec_greedy,1,11,37,10,10.0,1.0,0.0,0.211221
lcamap,1,11,37,10,10.0,1.0,0.0,0.035539
segdup,1,11,37,15,15,1,0,53.958373
insider,1,11,37,15,15.0,1.0,0.0,0.052897
fastmultrec_greedy,1,11,37,15,15.0,1.0,0.0,0.186734
lcamap,1,11,37,15,15.0,1.0,0.0,0.030968
segdup,1,11,37,20,20,1,0,52.639124
insider,1,11,37,20,20.0,1.0,0.0,0.052333
fastmultrec_greedy,1,11,37,20,20.0,1.0,0.0,0.190886
lcamap,1,11,37,20,20.0,1.0,0.0,0.031467
segdup,1,11,37,25,25,1,0,51.786596
insider,1,11,37,25,25.0,1.0,0.0,0.051298
fastmultrec_greedy,1,11,37,25,25.0,1.0,0.0,0.191099
lcamap,1,11,37,25,25.0,1.0,0.0,0.030861
segdup,1,11,37,5,5,1,0,117.982540
insider,1,11,37,5,5.0,1.0,0.0,0.070158
fastmultrec_greedy,1,11,37,5,5.0,1.0,0.0,0.205764
lcamap,1,11,37,5,5.0,1.0,0.0,0.035709
segdup,1,15,37,10,10,1,0,229.647311
insider,1,15,37,10,10.0,1.0,0.0,0.130415
fastmultrec_greedy,1,15,37,10,10.0,1.0,0.0,0.483017
lcamap,1,15,37,10,10.0,1.0,0.0,0.085891
segdup,1,15,37,15,15,1,0,212.399376
insider,1,15,37,15,15.0,1.0,0.0,0.100986
fastmultrec_greedy,1,15,37,15,15.0,1.0,0.0,0.395264
lcamap,1,15,37,15,15.0,1.0,0.0,0.067705
segdup,1,15,37,20,20,1,0,190.648409
insider,1,15,37,20,20.0,1.0,0.0,0.101337
fastmultrec_greedy,1,15,37,20,20.0,1.0,0.0,0.398304
lcamap,1,15,37,20,20.0,1.0,0.0,0.066182
segdup,1,15,37,25,25,1,0,139.945955
insider,1,15,37,25,25.0,1.0,0.0,0.101620
fastmultrec_greedy,1,15,37,25,25.0,1.0,0.0,0.398544
lcamap,1,15,37,25,25.0,1.0,0.0,0.067665
segdup,1,15,37,5,5,1,0,248.726594
insider,1,15,37,5,5.0,1.0,0.0,0.103128
fastmultrec_greedy,1,15,37,5,5.0,1.0,0.0,0.390954
lcamap,1,15,37,5,5.0,1.0,0.0,0.067961
segdup,1,8,37,10,449,39,59,82.985715
insider,1,8,37,10,448.0,38.0,68.0,0.113884
fastmultrec_greedy,1,8,37,10,453.0,40.0,53.0,0.207150
lcamap,1,8,37,10,453.0,40.0,53.0,0.034711
segdup,1,8,37,15,653,40,53,80.195139
insider,1,8,37,15,638.0,38.0,68.0,0.245645
fastmultrec_greedy,1,8,37,15,653.0,40.0,53.0,0.210742
lcamap,1,8,37,15,653.0,40.0,53.0,0.036377
segdup,1,8,37,20,839,39,59,74.736712
insider,1,8,37,20,828.0,38.0,68.0,1.008935
fastmultrec_greedy,1,8,37,20,853.0,40.0,53.0,0.212270
lcamap,1,8,37,20,853.0,40.0,53.0,0.034801
segdup,1,8,37,25,1034,39,59,74.117286
insider,1,8,37,25,1018.0,38.0,68.0,10.535696
fastmultrec_greedy,1,8,37,25,1053.0,40.0,53.0,0.205774
lcamap,1,8,37,25,1053.0,40.0,53.0,0.035345
segdup,1,8,37,5,253,40,53,82.961622
insider,1,8,37,5,253.0,40.0,53.0,0.085603
fastmultrec_greedy,1,8,37,5,253.0,40.0,53.0,0.203493
lcamap,1,8,37,5,253.0,40.0,53.0,0.035323
segdup,1,9,37,10,89,8,9,95.598841
insider,1,9,37,10,89.0,8.0,9.0,0.069932
fastmultrec_greedy,1,9,37,10,89.0,8.0,9.0,0.466148
lcamap,1,9,37,10,96.0,9.0,6.0,0.037940
segdup,1,9,37,15,129,8,9,67.314942
insider,1,9,37,15,129.0,8.0,9.0,0.075707
fastmultrec_greedy,1,9,37,15,129.0,8.0,9.0,0.472968
lcamap,1,9,37,15,141.0,9.0,6.0,0.038900
segdup,1,9,37,20,169,8,9,65.828988
insider,1,9,37,20,169.0,8.0,9.0,0.084194
fastmultrec_greedy,1,9,37,20,169.0,8.0,9.0,0.452508
lcamap,1,9,37,20,186.0,9.0,6.0,0.039346
segdup,1,9,37,25,209,8,9,64.879617
insider,1,9,37,25,209.0,8.0,9.0,0.096875
fastmultrec_greedy,1,9,37,25,209.0,8.0,9.0,0.471218
lcamap,1,9,37,25,231.0,9.0,6.0,0.037220
segdup,1,9,37,5,49,8,9,99.904914
insider,1,9,37,5,49.0,8.0,9.0,0.067316
fastmultrec_greedy,1,9,37,5,49.0,8.0,9.0,0.459540
lcamap,1,9,37,5,51.0,9.0,6.0,0.037027
segdup,2,10,37,10,31,3,1,102.206298
insider,2,10,37,10,31.0,3.0,1.0,0.056073
fastmultrec_greedy,2,10,37,10,31.0,3.0,1.0,0.194894
lcamap,2,10,37,10,31.0,3.0,1.0,0.030910
segdup,2,10,37,15,46,3,1,90.582001
insider,2,10,37,15,46.0,3.0,1.0,0.054653
fastmultrec_greedy,2,10,37,15,46.0,3.0,1.0,0.208623
lcamap,2,10,37,15,46.0,3.0,1.0,0.029364
segdup,2,10,37,20,61,3,1,52.221328
insider,2,10,37,20,61.0,3.0,1.0,0.054977
fastmultrec_greedy,2,10,37,20,61.0,3.0,1.0,0.190970
lcamap,2,10,37,20,61.0,3.0,1.0,0.029292
segdup,2,10,37,25,76,3,1,49.779766
insider,2,10,37,25,76.0,3.0,1.0,0.054881
fastmultrec_greedy,2,10,37,25,76.0,3.0,1.0,0.194775
lcamap,2,10,37,25,76.0,3.0,1.0,0.028926
segdup,2,10,37,5,16,3,1,104.944853
