method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
fastmultrec_greedy,1,7,46,25,7187.0,182.0,2637.0,11.463626
lcamap,1,7,46,25,7853.0,216.0,2453.0,0.064951
segdup,1,8,46,25,2659,95,284,99.550846
insider,1,8,46,25,2455.0,77.0,530.0,7.313900
fastmultrec_greedy,1,8,46,25,2601.0,92.0,301.0,1.470040
lcamap,1,8,46,25,2674.0,96.0,274.0,0.050077
segdup,1,9,46,25,359,14,9,44.367181
insider,1,9,46,25,359.0,14.0,9.0,0.609839
fastmultrec_greedy,1,9,46,25,359.0,14.0,9.0,0.159192
lcamap,1,9,46,25,359.0,14.0,9.0,0.024974
segdup,1,10,46,25,27,1,2,44.296813
insider,1,10,46,25,27.0,1.0,2.0,0.046724
fastmultrec_greedy,1,10,46,25,27.0,1.0,2.0,0.194888
lcamap,1,10,46,25,27.0,1.0,2.0,0.028870
segdup,1,11,46,25,25,1,0,47.411696
insider,1,11,46,25,25.0,1.0,0.0,0.044601
fastmultrec_greedy,1,11,46,25,25.0,1.0,0.0,0.156465
lcamap,1,11,46,25,25.0,1.0,0.0,0.026368
segdup,2,8,47,25,1786,66,136,199.682163
insider,2,8,47,25,1610.0,51.0,335.0,137.869848
fastmultrec_greedy,2,8,47,25,1769.0,64.0,169.0,1.768573
lcamap,2,8,47,25,1786.0,66.0,136.0,0.098980
segdup,2,9,47,25,261,10,11,130.532169
insider,2,9,47,25,261.0,10.0,11.0,0.156106
fastmultrec_greedy,2,9,47,25,261.0,10.0,11.0,0.365654
lcamap,2,9,47,25,261.0,10.0,11.0,0.047596
segdup,2,10,47,25,106,4,6,151.856535
insider,2,10,47,25,106.0,4.0,6.0,0.162342
fastmultrec_greedy,2,10,47,25,106.0,4.0,6.0,0.565326
lcamap,2,10,47,25,106.0,4.0,6.0,0.094706
segdup,1,7,47,25,3444,116,544,86.894346
insider,1,7,47,25,3103.0,88.0,903.0,2.611686
fastmultrec_greedy,1,7,47,25,3384.0,113.0,559.0,1.418901
lcamap,1,7,47,25,3488.0,119.0,513.0,0.038303
segdup,1,8,47,25,898,34,48,42.024750
insider,1,8,47,25,836.0,27.0,161.0,56.250299
fastmultrec_greedy,1,8,47,25,879.0,33.0,54.0,0.207022
lcamap,1,8,47,25,898.0,34.0,48.0,0.020825
segdup,1,9,47,25,178,7,3,94.976358
insider,1,9,47,25,171.0,6.0,21.0,0.092651
fastmultrec_greedy,1,9,47,25,178.0,7.0,3.0,0.316194
lcamap,1,9,47,25,178.0,7.0,3.0,0.051990
segdup,1,10,47,25,75,3,0,50.017624
insider,1,10,47,25,75.0,3.0,0.0,0.055291
fastmultrec_greedy,1,10,47,25,75.0,3.0,0.0,0.191292
lcamap,1,10,47,25,75.0,3.0,0.0,0.029879
segdup,1,11,47,25,25,1,0,48.977560
insider,1,11,47,25,25.0,1.0,0.0,0.049631
fastmultrec_greedy,1,11,47,25,25.0,1.0,0.0,0.170008
lcamap,1,11,47,25,25.0,1.0,0.0,0.031177
segdup,2,7,48,25,10483,231,4708,481.504468
insider,2,7,48,25,9282.0,158.0,5332.0,4.942705
fastmultrec_greedy,2,7,48,25,9591.0,182.0,5041.0,31.350229
lcamap,2,7,48,25,10483.0,231.0,4708.0,0.105700
segdup,2,8,48,25,2728,95,353,150.759550
insider,2,8,48,25,2521.0,76.0,621.0,101.058136
fastmultrec_greedy,2,8,48,25,2684.0,93.0,359.0,1.370777
lcamap,2,8,48,25,2728.0,95.0,353.0,0.076964
segdup,2,9,48,25,451,17,26,138.529278
insider,2,9,48,25,451.0,17.0,26.0,0.565732
fastmultrec_greedy,2,9,48,25,451.0,17.0,26.0,0.616642
lcamap,2,9,48,25,451.0,17.0,26.0,0.079762
segdup,2,10,48,25,101,4,1,97.252819
insider,2,10,48,25,101.0,4.0,1.0,0.138028
fastmultrec_greedy,2,10,48,25,101.0,4.0,1.0,0.477374
lcamap,2,10,48,25,101.0,4.0,1.0,0.078019
segdup,2,11,48,25,50,2,0,147.073474
insider,2,11,48,25,50.0,2.0,0.0,0.133098
fastmultrec_greedy,2,11,48,25,50.0,2.0,0.0,0.581466
lcamap,2,11,48,25,50.0,2.0,0.0,0.077409
segdup,1,7,48,25,6678,198,1728,134.529523
insider,1,7,48,25,5777.0,137.0,2352.0,14.282800
fastmultrec_greedy,1,7,48,25,6077.0,167.0,1902.0,7.288675
lcamap,1,7,48,25,6678.0,198.0,1728.0,0.046166
segdup,1,8,48,25,415,16,15,56.734555
insider,1,8,48,25,385.0,13.0,60.0,0.569105
fastmultrec_greedy,1,8,48,25,393.0,15.0,18.0,0.268218
lcamap,1,8,48,25,415.0,16.0,15.0,0.022531
segdup,1,9,48,25,152,6,2,63.001701
insider,1,9,48,25,152.0,6.0,2.0,0.084860
fastmultrec_greedy,1,9,48,25,152.0,6.0,2.0,0.316924
lcamap,1,9,48,25,152.0,6.0,2.0,0.046848
segdup,1,10,48,25,76,3,1,62.507520
insider,1,10,48,25,76.0,3.0,1.0,0.073290
fastmultrec_greedy,1,10,48,25,76.0,3.0,1.0,0.236325
lcamap,1,10,48,25,76.0,3.0,1.0,0.043362
segdup,1,11,48,25,25,1,0,33.095331
insider,1,11,48,25,25.0,1.0,0.0,0.033183
fastmultrec_greedy,1,11,48,25,25.0,1.0,0.0,0.122170
lcamap,1,11,48,25,25.0,1.0,0.0,0.018761
segdup,2,7,49,25,10673,275,3798,415.031575
insider,2,7,49,25,9395.0,192.0,4595.0,12.003539
fastmultrec_greedy,2,7,49,25,9811.0,225.0,4186.0,39.161178
lcamap,2,7,49,25,10673.0,275.0,3798.0,0.120670
segdup,2,8,49,25,2025,74,175,140.270582
insider,2,8,49,25,-1,-1,-1,9999999999.000000
fastmultrec_greedy,2,8,49,25,1964.0,69.0,239.0,2.262334
lcamap,2,8,49,25,2025.0,74.0,175.0,0.072194
segdup,2,9,49,25,206,8,6,51.163538
insider,2,9,49,25,206.0,8.0,6.0,0.103206
fastmultrec_greedy,2,9,49,25,206.0,8.0,6.0,0.243493
lcamap,2,9,49,25,206.0,8.0,6.0,0.038083
segdup,2,10,49,25,50,2,0,73.628561
insider,2,10,49,25,50.0,2.0,0.0,0.106499
fastmultrec_greedy,2,10,49,25,50.0,2.0,0.0,0.370877
lcamap,2,10,49,25,50.0,2.0,0.0,0.057922
segdup,1,7,49,25,5573,182,1023,144.002190
insider,1,7,49,25,4886.0,134.0,1536.0,3.650495
fastmultrec_greedy,1,7,49,25,5207.0,162.0,1157.0,7.981881
lcamap,1,7,49,25,5584.0,183.0,1009.0,0.066107
segdup,1,8,49,25,2151,80,151,87.387431
insider,1,8,49,25,1990.0,68.0,290.0,5.665304
fastmultrec_greedy,1,8,49,25,2151.0,80.0,151.0,0.315614
lcamap,1,8,49,25,2151.0,80.0,151.0,0.056309
segdup,1,9,49,25,127,5,2,38.165696
insider,1,9,49,25,127.0,5.0,2.0,0.051943
fastmultrec_greedy,1,9,49,25,127.0,5.0,2.0,0.131368
lcamap,1,9,49,25,127.0,5.0,2.0,0.020348
segdup,1,10,49,25,26,1,1,63.963211
insider,1,10,49,25,26.0,1.0,1.0,0.067088
fastmultrec_greedy,1,10,49,25,26.0,1.0,1.0,0.290930
lcamap,1,10,49,25,26.0,1.0,1.0,0.040987
segdup,1,11,49,25,25,1,0,41.262641
insider,1,11,49,25,25.0,1.0,0.0,0.049012
fastmultrec_greedy,1,11,49,25,25.0,1.0,0.0,0.148480
lcamap,1,11,49,25,25.0,1.0,0.0,0.024852
segdup,2,7,50,25,8207,219,2732,746.081505
insider,2,7,50,25,7360.0,159.0,3385.0,9.596387
fastmultrec_greedy,2,7,50,25,7712.0,191.0,2937.0,46.672617
lcamap,2,7,50,25,8207.0,219.0,2732.0,0.206993
segdup,2,8,50,25,1074,41,49,131.551614
insider,2,8,50,25,1041.0,38.0,91.0,18.201977
fastmultrec_greedy,2,8,50,25,1074.0,41.0,49.0,0.641170
lcamap,2,8,50,25,1074.0,41.0,49.0,0.096700
segdup,2,9,50,25,484,19,9,93.353437
insider,2,9,50,25,484.0,19.0,9.0,1.757057
fastmultrec_greedy,2,9,50,25,484.0,19.0,9.0,0.424681
lcamap,2,9,50,25,484.0,19.0,9.0,0.072786
segdup,2,11,50,25,50,2,0,94.870523
insider,2,11,50,25,50.0,2.0,0.0,0.124696
fastmultrec_greedy,2,11,50,25,50.0,2.0,0.0,0.475576
lcamap,2,11,50,25,50.0,2.0,0.0,0.074093
segdup,1,7,50,25,3539,120,539,115.689037
insider,1,7,50,25,3182.0,92.0,882.0,7.813718
fastmultrec_greedy,1,7,50,25,3346.0,109.0,621.0,4.123167
lcamap,1,7,50,25,3561.0,121.0,536.0,0.052338
segdup,1,8,50,25,1270,47,95,39.273501
insider,1,8,50,25,1164.0,34.0,314.0,36.902338
fastmultrec_greedy,1,8,50,25,1257.0,46.0,107.0,0.184905
lcamap,1,8,50,25,1270.0,47.0,95.0,0.018688
segdup,1,9,50,25,309,12,9,32.691673
insider,1,9,50,25,309.0,12.0,9.0,0.509696
fastmultrec_greedy,1,9,50,25,309.0,12.0,9.0,0.125553
lcamap,1,9,50,25,309.0,12.0,9.0,0.018374
segdup,1,10,50,25,50,2,0,80.326889
insider,1,10,50,25,50.0,2.0,0.0,0.082866
fastmultrec_greedy,1,10,50,25,50.0,2.0,0.0,0.316332
lcamap,1,10,50,25,50.0,2.0,0.0,0.050215
segdup,1,11,50,25,25,1,0,54.692054
insider,1,11,50,25,25.0,1.0,0.0,0.055693
fastmultrec_greedy,1,11,50,25,25.0,1.0,0.0,0.226475
lcamap,1,11,50,25,25.0,1.0,0.0,0.034902
segdup,2,8,51,25,3140,108,440,167.304343
insider,2,8,51,25,2973.0,91.0,698.0,29.511364
fastmultrec_greedy,2,8,51,25,3119.0,108.0,419.0,0.987859
lcamap,2,8,51,25,3141.0,109.0,416.0,0.087963
segdup,2,10,51,25,102,4,2,122.201841
insider,2,10,51,25,102.0,4.0,2.0,0.152142
fastmultrec_greedy,2,10,51,25,102.0,4.0,2.0,0.548883
lcamap,2,10,51,25,102.0,4.0,2.0,0.086213
segdup,2,11,51,25,50,2,0,53.005154
insider,2,11,51,25,50.0,2.0,0.0,0.074116
fastmultrec_greedy,2,11,51,25,50.0,2.0,0.0,0.275937
lcamap,2,11,51,25,50.0,2.0,0.0,0.044023
segdup,1,7,51,25,3025,101,500,134.098339
insider,1,7,51,25,2767.0,81.0,742.0,10.095812
fastmultrec_greedy,1,7,51,25,2886.0,93.0,561.0,5.936022
lcamap,1,7,51,25,3042.0,103.0,467.0,0.055813
segdup,1,8,51,25,524,20,24,88.395868
insider,1,8,51,25,508.0,19.0,33.0,1.463583
fastmultrec_greedy,1,8,51,25,524.0,20.0,24.0,0.234479
lcamap,1,8,51,25,524.0,20.0,24.0,0.038052
segdup,1,9,51,25,127,5,2,34.581354
insider,1,9,51,25,127.0,5.0,2.0,0.052379
fastmultrec_greedy,1,9,51,25,127.0,5.0,2.0,0.120172
lcamap,1,9,51,25,127.0,5.0,2.0,0.018800
segdup,1,10,51,25,26,1,1,32.904544
insider,1,10,51,25,26.0,1.0,1.0,0.035466
fastmultrec_greedy,1,10,51,25,26.0,1.0,1.0,0.127249
lcamap,1,10,51,25,26.0,1.0,1.0,0.018087
segdup,1,11,51,25,25,1,0,57.512897
insider,1,11,51,25,25.0,1.0,0.0,0.056411
fastmultrec_greedy,1,11,51,25,25.0,1.0,0.0,0.223271
lcamap,1,11,51,25,25.0,1.0,0.0,0.033719
segdup,2,7,52,25,5357,133,2032,179.827617
insider,2,7,52,25,4789.0,97.0,2364.0,1.475676
fastmultrec_greedy,2,7,52,25,4956.0,113.0,2131.0,6.387597
lcamap,2,7,52,25,5368.0,134.0,2018.0,0.042630
segdup,2,9,52,25,438,17,13,78.458009
insider,2,9,52,25,438.0,17.0,13.0,0.637577
fastmultrec_greedy,2,9,52,25,438.0,17.0,13.0,0.262961
lcamap,2,9,52,25,438.0,17.0,13.0,0.039043
segdup,2,10,52,25,101,4,1,102.110046
insider,2,10,52,25,101.0,4.0,1.0,0.141630
fastmultrec_greedy,2,10,52,25,101.0,4.0,1.0,0.522335
lcamap,2,10,52,25,101.0,4.0,1.0,0.081599
segdup,2,11,52,25,50,2,0,78.523600
insider,2,11,52,25,50.0,2.0,0.0,0.083458
fastmultrec_greedy,2,11,52,25,50.0,2.0,0.0,0.319454
lcamap,2,11,52,25,50.0,2.0,0.0,0.048012
segdup,1,7,52,25,4006,139,531,169.398025
insider,1,7,52,25,3550.0,98.0,1100.0,22.617270
fastmultrec_greedy,1,7,52,25,3858.0,129.0,633.0,4.969627
lcamap,1,7,52,25,4006.0,139.0,531.0,0.075942
segdup,1,8,52,25,2370,87,195,124.041240
insider,1,8,52,25,2208.0,72.0,408.0,27.309072
fastmultrec_greedy,1,8,52,25,2351.0,86.0,201.0,0.713237
lcamap,1,8,52,25,2370.0,87.0,195.0,0.067212
segdup,1,9,52,25,260,10,10,65.819251
insider,1,9,52,25,260.0,10.0,10.0,0.097121
fastmultrec_greedy,1,9,52,25,260.0,10.0,10.0,0.233245
lcamap,1,9,52,25,260.0,10.0,10.0,0.037561
segdup,1,10,52,25,25,1,0,36.929497
insider,1,10,52,25,25.0,1.0,0.0,0.040311
fastmultrec_greedy,1,10,52,25,25.0,1.0,0.0,0.105365
lcamap,1,10,52,25,25.0,1.0,0.0,0.019176
segdup,1,11,52,25,25,1,0,71.068008
insider,1,11,52,25,25.0,1.0,0.0,0.066770
fastmultrec_greedy,1,11,52,25,25.0,1.0,0.0,0.249849
lcamap,1,11,52,25,25.0,1.0,0.0,0.041527
segdup,2,7,53,25,8760,199,3785,378.364792
insider,2,7,53,25,7734.0,139.0,4259.0,3.605787
fastmultrec_greedy,2,7,53,25,8010.0,162.0,3960.0,20.390912
lcamap,2,7,53,25,8772.0,200.0,3772.0,0.088272
segdup,2,8,53,25,2643,90,393,131.754236
insider,2,8,53,25,2509.0,76.0,609.0,3.569337
fastmultrec_greedy,2,8,53,25,2643.0,90.0,393.0,0.373383
lcamap,2,8,53,25,2643.0,90.0,393.0,0.061167
segdup,2,10,53,25,310,12,10,123.768373
insider,2,10,53,25,310.0,12.0,10.0,0.284132
fastmultrec_greedy,2,10,53,25,310.0,12.0,10.0,0.758869
lcamap,2,10,53,25,310.0,12.0,10.0,0.097652
segdup,2,11,53,25,50,2,0,91.236941
insider,2,11,53,25,50.0,2.0,0.0,0.095803
fastmultrec_greedy,2,11,53,25,50.0,2.0,0.0,0.377305
lcamap,2,11,53,25,50.0,2.0,0.0,0.055253
segdup,1,7,53,25,5283,170,1033,137.152081
insider,1,7,53,25,4720.0,128.0,1520.0,9.269889
fastmultrec_greedy,1,7,53,25,5056.0,157.0,1131.0,4.584444
lcamap,1,7,53,25,5283.0,170.0,1033.0,0.055095
segdup,1,8,53,25,2515,93,190,99.004438
insider,1,8,53,25,2229.0,69.0,504.0,41.383601
fastmultrec_greedy,1,8,53,25,2388.0,87.0,213.0,2.209515
lcamap,1,8,53,25,2535.0,94.0,185.0,0.051201
segdup,1,9,53,25,339,13,14,57.021889
insider,1,9,53,25,339.0,13.0,14.0,0.129033
fastmultrec_greedy,1,9,53,25,339.0,13.0,14.0,0.274112
lcamap,1,9,53,25,339.0,13.0,14.0,0.036684
segdup,1,10,53,25,51,2,1,58.106750
insider,1,10,53,25,51.0,2.0,1.0,0.057034
fastmultrec_greedy,1,10,53,25,51.0,2.0,1.0,0.197702
lcamap,1,10,53,25,51.0,2.0,1.0,0.034516
segdup,1,11,53,25,25,1,0,60.596088
insider,1,11,53,25,25.0,1.0,0.0,0.061359
fastmultrec_greedy,1,11,53,25,25.0,1.0,0.0,0.219231
lcamap,1,11,53,25,25.0,1.0,0.0,0.037169
segdup,2,7,54,25,6727,165,2602,338.254115
insider,2,7,54,25,6004.0,119.0,3029.0,1.831471
fastmultrec_greedy,2,7,54,25,6211.0,138.0,2761.0,14.704640
lcamap,2,7,54,25,6727.0,165.0,2602.0,0.086928
segdup,2,8,54,25,1040,40,40,159.211510
insider,2,8,54,25,1017.0,38.0,67.0,18.497825
fastmultrec_greedy,2,8,54,25,1040.0,40.0,40.0,0.643815
lcamap,2,8,54,25,1040.0,40.0,40.0,0.095056
segdup,2,9,54,25,386,15,11,241.418192
insider,2,9,54,25,370.0,14.0,20.0,0.275682
fastmultrec_greedy,2,9,54,25,386.0,15.0,11.0,0.704960
lcamap,2,9,54,25,386.0,15.0,11.0,0.106313
segdup,2,10,54,25,78,3,3,103.648000
insider,2,10,54,25,78.0,3.0,3.0,0.130936
fastmultrec_greedy,2,10,54,25,78.0,3.0,3.0,0.518599
lcamap,2,10,54,25,78.0,3.0,3.0,0.077343
segdup,2,11,54,25,76,3,1,120.947065
insider,2,11,54,25,76.0,3.0,1.0,0.159511
fastmultrec_greedy,2,11,54,25,76.0,3.0,1.0,0.637340
lcamap,2,11,54,25,76.0,3.0,1.0,0.094392
segdup,1,7,54,25,1444,52,144,48.671795
insider,1,7,54,25,1381.0,46.0,231.0,0.828152
fastmultrec_greedy,1,7,54,25,1434.0,51.0,159.0,0.360885
lcamap,1,7,54,25,1466.0,53.0,141.0,0.024255
segdup,1,8,54,25,376,14,26,81.332099
insider,1,8,54,25,376.0,14.0,26.0,0.099591
fastmultrec_greedy,1,8,54,25,376.0,14.0,26.0,0.219628
lcamap,1,8,54,25,376.0,14.0,26.0,0.035739
segdup,1,9,54,25,280,11,5,57.601912
insider,1,9,54,25,280.0,11.0,5.0,0.145761
fastmultrec_greedy,1,9,54,25,280.0,11.0,5.0,0.202925
lcamap,1,9,54,25,280.0,11.0,5.0,0.035184
segdup,1,10,54,25,28,1,3,43.306639
insider,1,10,54,25,28.0,1.0,3.0,0.047023
fastmultrec_greedy,1,10,54,25,28.0,1.0,3.0,0.175290
lcamap,1,10,54,25,28.0,1.0,3.0,0.025626
segdup,1,11,54,25,25,1,0,70.871489
insider,1,11,54,25,25.0,1.0,0.0,0.068901
fastmultrec_greedy,1,11,54,25,25.0,1.0,0.0,0.242725
lcamap,1,11,54,25,25.0,1.0,0.0,0.043462
segdup,2,7,55,25,2554,91,279,160.644631
insider,2,7,55,25,2327.0,72.0,527.0,20.732159
fastmultrec_greedy,2,7,55,25,2544.0,91.0,269.0,0.851310
lcamap,2,7,55,25,2568.0,92.0,268.0,0.082647
segdup,2,8,55,25,1823,68,123,156.489647
insider,2,8,55,25,1608.0,49.0,383.0,148.385300
fastmultrec_greedy,2,8,55,25,1823.0,68.0,123.0,0.460721
lcamap,2,8,55,25,1823.0,68.0,123.0,0.075221
segdup,2,10,55,25,51,2,1,120.564411
insider,2,10,55,25,51.0,2.0,1.0,0.145812
fastmultrec_greedy,2,10,55,25,51.0,2.0,1.0,0.590497
lcamap,2,10,55,25,51.0,2.0,1.0,0.087526
segdup,2,11,55,25,50,2,0,90.072122
insider,2,11,55,25,50.0,2.0,0.0,0.112666
fastmultrec_greedy,2,11,55,25,50.0,2.0,0.0,0.447203
lcamap,2,11,55,25,50.0,2.0,0.0,0.069532
segdup,1,7,55,25,9610,258,3160,307.888887
insider,1,7,55,25,8262.0,177.0,3837.0,2.940130
fastmultrec_greedy,1,7,55,25,8742.0,211.0,3467.0,25.563877
lcamap,1,7,55,25,9610.0,258.0,3160.0,0.094249
segdup,1,8,55,25,228,9,3,46.677547
insider,1,8,55,25,228.0,9.0,3.0,0.151062
fastmultrec_greedy,1,8,55,25,228.0,9.0,3.0,0.201551
lcamap,1,8,55,25,228.0,9.0,3.0,0.027942
segdup,1,9,55,25,340,13,15,44.656629
insider,1,9,55,25,340.0,13.0,15.0,0.244828
fastmultrec_greedy,1,9,55,25,340.0,13.0,15.0,0.144774
lcamap,1,9,55,25,340.0,13.0,15.0,0.023584
segdup,1,10,55,25,50,2,0,41.918538
insider,1,10,55,25,50.0,2.0,0.0,0.043458
fastmultrec_greedy,1,10,55,25,50.0,2.0,0.0,0.143742
lcamap,1,10,55,25,50.0,2.0,0.0,0.022934
segdup,1,11,55,25,25,1,0,83.077477
insider,1,11,55,25,25.0,1.0,0.0,0.089130
fastmultrec_greedy,1,11,55,25,25.0,1.0,0.0,0.382422
lcamap,1,11,55,25,25.0,1.0,0.0,0.055984
segdup,2,7,56,25,5430,159,1455,297.173665
insider,2,7,56,25,4923.0,123.0,1848.0,6.740962
fastmultrec_greedy,2,7,56,25,5158.0,143.0,1583.0,11.744213
lcamap,2,7,56,25,5430.0,159.0,1455.0,0.098345
segdup,2,8,56,25,630,24,30,86.650996
insider,2,8,56,25,630.0,24.0,30.0,1.197880
fastmultrec_greedy,2,8,56,25,630.0,24.0,30.0,0.421961
lcamap,2,8,56,25,630.0,24.0,30.0,0.066003
segdup,2,9,56,25,447,17,22,60.076423
insider,2,9,56,25,447.0,17.0,22.0,1.228555
fastmultrec_greedy,2,9,56,25,466.0,18.0,16.0,0.302098
lcamap,2,9,56,25,466.0,18.0,16.0,0.040611
segdup,2,10,56,25,51,2,1,118.465473
insider,2,10,56,25,51.0,2.0,1.0,0.138964
fastmultrec_greedy,2,10,56,25,51.0,2.0,1.0,0.529723
lcamap,2,10,56,25,51.0,2.0,1.0,0.091150
segdup,2,11,56,25,94768,21,94243,465.195961
insider,2,11,56,25,94768.0,21.0,94243.0,0.244708
fastmultrec_greedy,2,11,56,25,94768.0,21.0,94243.0,0.513455
lcamap,2,11,56,25,94768.0,21.0,94243.0,0.108654
segdup,1,7,56,25,7909,234,2059,234.415590
insider,1,7,56,25,6839.0,163.0,2764.0,7.125094
fastmultrec_greedy,1,7,56,25,7194.0,195.0,2319.0,21.999948
lcamap,1,7,56,25,7909.0,234.0,2059.0,0.089713
segdup,1,8,56,25,1777,66,127,69.583649
insider,1,8,56,25,1581.0,50.0,331.0,242.197454
fastmultrec_greedy,1,8,56,25,1738.0,63.0,163.0,0.629208
lcamap,1,8,56,25,1777.0,66.0,127.0,0.032357
segdup,1,9,56,25,309,12,9,83.583569
insider,1,9,56,25,309.0,12.0,9.0,0.116836
fastmultrec_greedy,1,9,56,25,309.0,12.0,9.0,0.355567
lcamap,1,9,56,25,309.0,12.0,9.0,0.050286
segdup,1,10,56,25,50,2,0,42.366918
insider,1,10,56,25,50.0,2.0,0.0,0.047735
fastmultrec_greedy,1,10,56,25,50.0,2.0,0.0,0.183236
lcamap,1,10,56,25,50.0,2.0,0.0,0.027233
segdup,1,11,56,25,25,1,0,65.269275
insider,1,11,56,25,25.0,1.0,0.0,0.065587
fastmultrec_greedy,1,11,56,25,25.0,1.0,0.0,0.237049
lcamap,1,11,56,25,25.0,1.0,0.0,0.038269
segdup,2,7,57,25,7021,181,2496,238.475639
insider,2,7,57,25,6121.0,124.0,3021.0,5.739677
fastmultrec_greedy,2,7,57,25,6463.0,152.0,2663.0,10.168704
lcamap,2,7,57,25,7021.0,181.0,2496.0,0.060221
segdup,2,8,57,25,1457,55,82,96.332960
insider,2,8,57,25,1370.0,47.0,195.0,17.109778
fastmultrec_greedy,2,8,57,25,1457.0,55.0,82.0,0.383292
lcamap,2,8,57,25,1457.0,55.0,82.0,0.060023
segdup,2,9,57,25,514,20,14,181.641719
insider,2,9,57,25,514.0,20.0,14.0,0.827163
fastmultrec_greedy,2,9,57,25,514.0,20.0,14.0,0.695934
lcamap,2,9,57,25,514.0,20.0,14.0,0.094823
segdup,1,7,57,25,2873,96,473,89.318967
insider,1,7,57,25,2659.0,79.0,684.0,4.632630
fastmultrec_greedy,1,7,57,25,2800.0,91.0,525.0,1.293308
lcamap,1,7,57,25,2873.0,96.0,473.0,0.040274
segdup,1,8,57,25,3300,116,400,98.172442
insider,1,8,57,25,3003.0,91.0,728.0,4.755809
fastmultrec_greedy,1,8,57,25,3254.0,113.0,429.0,1.027863
lcamap,1,8,57,25,3300.0,116.0,400.0,0.049301
segdup,1,9,57,25,436,17,11,58.831986
insider,1,9,57,25,436.0,17.0,11.0,1.128081
fastmultrec_greedy,1,9,57,25,436.0,17.0,11.0,0.213777
lcamap,1,9,57,25,436.0,17.0,11.0,0.032969
segdup,1,10,57,25,100,4,0,79.717457
insider,1,10,57,25,100.0,4.0,0.0,0.058502
fastmultrec_greedy,1,10,57,25,100.0,4.0,0.0,0.192875
lcamap,1,10,57,25,100.0,4.0,0.0,0.034088
segdup,1,11,57,25,25,1,0,71.059341
insider,1,11,57,25,25.0,1.0,0.0,0.066439
fastmultrec_greedy,1,11,57,25,25.0,1.0,0.0,0.258194
lcamap,1,11,57,25,25.0,1.0,0.0,0.046465
segdup,2,7,58,25,10825,214,5475,524.030952
insider,2,7,58,25,9760.0,149.0,6035.0,2.458897
fastmultrec_greedy,2,7,58,25,10016.0,171.0,5741.0,26.109274
lcamap,2,7,58,25,10825.0,214.0,5475.0,0.104664
segdup,2,8,58,25,1304,47,129,64.032478
insider,2,8,58,25,1188.0,40.0,188.0,5.632599
fastmultrec_greedy,2,8,58,25,1263.0,45.0,138.0,0.448718
lcamap,2,8,58,25,1304.0,47.0,129.0,0.032276
segdup,2,9,58,25,384,15,9,101.606548
insider,2,9,58,25,384.0,15.0,9.0,0.361864
fastmultrec_greedy,2,9,58,25,384.0,15.0,9.0,0.515046
lcamap,2,9,58,25,384.0,15.0,9.0,0.074979
segdup,2,10,58,25,50,2,0,74.936834
insider,2,10,58,25,50.0,2.0,0.0,0.111062
fastmultrec_greedy,2,10,58,25,50.0,2.0,0.0,0.410928
lcamap,2,10,58,25,50.0,2.0,0.0,0.057716
segdup,2,11,58,25,50,2,0,118.760379
insider,2,11,58,25,50.0,2.0,0.0,0.142504
fastmultrec_greedy,2,11,58,25,50.0,2.0,0.0,0.556214
lcamap,2,11,58,25,50.0,2.0,0.0,0.088193
segdup,1,7,58,25,4616,151,841,116.419592
insider,1,7,58,25,4077.0,115.0,1202.0,14.044636
fastmultrec_greedy,1,7,58,25,4361.0,138.0,911.0,4.125425
lcamap,1,7,58,25,4616.0,151.0,841.0,0.048700
segdup,1,8,58,25,2543,93,218,112.306090
insider,1,8,58,25,2319.0,72.0,519.0,84.417346
fastmultrec_greedy,1,8,58,25,2541.0,93.0,216.0,0.603959
lcamap,1,8,58,25,2563.0,94.0,213.0,0.065558
segdup,1,9,58,25,959,37,34,93.275206
insider,1,9,58,25,943.0,36.0,43.0,8.323314
fastmultrec_greedy,1,9,58,25,959.0,37.0,34.0,0.290399
lcamap,1,9,58,25,959.0,37.0,34.0,0.050597
segdup,1,10,58,25,50,2,0,50.819123
insider,1,10,58,25,50.0,2.0,0.0,0.048594
fastmultrec_greedy,1,10,58,25,50.0,2.0,0.0,0.200371
lcamap,1,10,58,25,50.0,2.0,0.0,0.029657
segdup,1,11,58,25,25,1,0,91.729111
insider,1,11,58,25,25.0,1.0,0.0,0.092470
fastmultrec_greedy,1,11,58,25,25.0,1.0,0.0,0.355875
lcamap,1,11,58,25,25.0,1.0,0.0,0.059024
segdup,2,7,59,25,2979,96,579,153.014222
insider,2,7,59,25,2712.0,73.0,887.0,4.100606
fastmultrec_greedy,2,7,59,25,2856.0,87.0,681.0,3.114132
lcamap,2,7,59,25,2979.0,96.0,579.0,0.054756
segdup,2,8,59,25,4233,141,708,258.207349
insider,2,8,59,25,3859.0,114.0,1009.0,50.830245
fastmultrec_greedy,2,8,59,25,4087.0,134.0,737.0,8.621548
lcamap,2,8,59,25,4237.0,143.0,662.0,0.116892
segdup,2,9,59,25,361,14,11,150.874434
insider,2,9,59,25,361.0,14.0,11.0,0.472361
fastmultrec_greedy,2,9,59,25,361.0,14.0,11.0,0.454387
lcamap,2,9,59,25,361.0,14.0,11.0,0.077585
segdup,2,10,59,25,50,2,0,63.387157
insider,2,10,59,25,50.0,2.0,0.0,0.080369
