method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
lcamap,2,8,22,25,1825.0,67.0,150.0,0.098527
segdup,2,9,22,25,567,22,17,111.858359
insider,2,9,22,25,560.0,19.0,85.0,37.533391
fastmultrec_greedy,2,9,22,25,567.0,22.0,17.0,0.407614
lcamap,2,9,22,25,567.0,22.0,17.0,0.062953
segdup,2,10,22,25,102,4,2,136.373430
insider,2,10,22,25,102.0,4.0,2.0,0.160689
fastmultrec_greedy,2,10,22,25,102.0,4.0,2.0,0.588841
lcamap,2,10,22,25,102.0,4.0,2.0,0.101492
segdup,2,11,22,25,50,2,0,114.696023
insider,2,11,22,25,50.0,2.0,0.0,0.137747
fastmultrec_greedy,2,11,22,25,50.0,2.0,0.0,0.513141
lcamap,2,11,22,25,50.0,2.0,0.0,0.091033
segdup,1,7,22,25,8321,247,2146,173.570616
insider,1,7,22,25,7469.0,183.0,2894.0,37.887393
fastmultrec_greedy,1,7,22,25,7817.0,224.0,2217.0,9.401789
lcamap,1,7,22,25,8334.0,250.0,2084.0,0.068073
segdup,1,8,22,25,1438,54,88,87.572563
insider,1,8,22,25,1336.0,47.0,161.0,224.934073
fastmultrec_greedy,1,8,22,25,1410.0,53.0,85.0,0.704970
lcamap,1,8,22,25,1454.0,55.0,79.0,0.042251
segdup,1,9,22,25,471,18,21,60.632875
insider,1,9,22,25,471.0,18.0,21.0,0.532991
fastmultrec_greedy,1,9,22,25,471.0,18.0,21.0,0.239731
lcamap,1,9,22,25,471.0,18.0,21.0,0.036282
segdup,1,10,22,25,51,2,1,50.652940
insider,1,10,22,25,51.0,2.0,1.0,0.053725
fastmultrec_greedy,1,10,22,25,51.0,2.0,1.0,0.185675
lcamap,1,10,22,25,51.0,2.0,1.0,0.030731
segdup,1,11,22,25,25,1,0,33.648360
insider,1,11,22,25,25.0,1.0,0.0,0.036067
fastmultrec_greedy,1,11,22,25,25.0,1.0,0.0,0.125809
lcamap,1,11,22,25,25.0,1.0,0.0,0.019862
segdup,2,7,23,25,2130,78,180,174.065938
insider,2,7,23,25,2085.0,72.0,285.0,8.548940
fastmultrec_greedy,2,7,23,25,2130.0,78.0,180.0,0.836694
lcamap,2,7,23,25,2130.0,78.0,180.0,0.127311
segdup,2,8,23,25,892,34,42,126.967100
insider,2,8,23,25,828.0,26.0,178.0,10.916116
fastmultrec_greedy,2,8,23,25,891.0,34.0,41.0,0.854702
lcamap,2,8,23,25,913.0,35.0,38.0,0.066941
segdup,2,9,23,25,609,23,34,80.559263
insider,2,9,23,25,609.0,23.0,34.0,8.390495
fastmultrec_greedy,2,9,23,25,609.0,23.0,34.0,0.345998
lcamap,2,9,23,25,609.0,23.0,34.0,0.053534
segdup,2,10,23,25,126,5,1,110.661728
insider,2,10,23,25,126.0,5.0,1.0,0.140844
fastmultrec_greedy,2,10,23,25,126.0,5.0,1.0,0.565626
lcamap,2,10,23,25,126.0,5.0,1.0,0.089050
segdup,2,11,23,25,50,2,0,117.500356
insider,2,11,23,25,50.0,2.0,0.0,0.137264
fastmultrec_greedy,2,11,23,25,50.0,2.0,0.0,0.575248
lcamap,2,11,23,25,50.0,2.0,0.0,0.082158
segdup,1,7,23,25,8603,245,2478,284.487773
insider,1,7,23,25,7466.0,171.0,3191.0,6.139931
fastmultrec_greedy,1,7,23,25,7844.0,204.0,2744.0,28.690355
lcamap,1,7,23,25,8626.0,246.0,2476.0,0.097017
segdup,1,8,23,25,876,33,51,56.182779
insider,1,8,23,25,847.0,31.0,72.0,25.266402
fastmultrec_greedy,1,8,23,25,876.0,33.0,51.0,0.163966
lcamap,1,8,23,25,876.0,33.0,51.0,0.027333
segdup,1,9,23,25,802,30,52,87.968378
insider,1,9,23,25,802.0,30.0,52.0,1.650588
fastmultrec_greedy,1,9,23,25,802.0,30.0,52.0,0.309812
lcamap,1,9,23,25,802.0,30.0,52.0,0.052300
segdup,1,10,23,25,53,2,3,43.654179
insider,1,10,23,25,53.0,2.0,3.0,0.050388
fastmultrec_greedy,1,10,23,25,53.0,2.0,3.0,0.203258
lcamap,1,10,23,25,53.0,2.0,3.0,0.028264
segdup,1,11,23,25,25,1,0,26.048639
insider,1,11,23,25,25.0,1.0,0.0,0.027620
fastmultrec_greedy,1,11,23,25,25.0,1.0,0.0,0.088010
lcamap,1,11,23,25,25.0,1.0,0.0,0.015547
segdup,2,7,24,25,8260,206,3110,435.568814
insider,2,7,24,25,7363.0,148.0,3663.0,3.686178
fastmultrec_greedy,2,7,24,25,7554.0,164.0,3454.0,25.419486
lcamap,2,7,24,25,8260.0,206.0,3110.0,0.112582
segdup,2,8,24,25,2158,75,283,128.241529
insider,2,8,24,25,2030.0,64.0,430.0,5.323375
fastmultrec_greedy,2,8,24,25,2142.0,74.0,292.0,0.749708
lcamap,2,8,24,25,2158.0,75.0,283.0,0.061196
segdup,2,9,24,25,179,7,4,56.614909
insider,2,9,24,25,179.0,7.0,4.0,0.073539
fastmultrec_greedy,2,9,24,25,179.0,7.0,4.0,0.161258
lcamap,2,9,24,25,179.0,7.0,4.0,0.027976
segdup,2,10,24,25,102,4,2,50.470115
insider,2,10,24,25,102.0,4.0,2.0,0.053065
fastmultrec_greedy,2,10,24,25,102.0,4.0,2.0,0.210184
lcamap,2,10,24,25,102.0,4.0,2.0,0.028980
segdup,2,11,24,25,50,2,0,46.451019
insider,2,11,24,25,50.0,2.0,0.0,0.062730
fastmultrec_greedy,2,11,24,25,50.0,2.0,0.0,0.206667
lcamap,2,11,24,25,50.0,2.0,0.0,0.035566
segdup,1,7,24,25,4815,158,865,163.411514
insider,1,7,24,25,4308.0,123.0,1233.0,4.397750
fastmultrec_greedy,1,7,24,25,4534.0,143.0,959.0,8.114697
lcamap,1,7,24,25,4815.0,158.0,865.0,0.068244
segdup,1,8,24,25,804,30,54,30.890940
insider,1,8,24,25,745.0,25.0,120.0,2.785785
fastmultrec_greedy,1,8,24,25,785.0,29.0,60.0,0.129648
lcamap,1,8,24,25,804.0,30.0,54.0,0.015336
segdup,1,9,24,25,184,7,9,42.494543
insider,1,9,24,25,184.0,7.0,9.0,0.068747
fastmultrec_greedy,1,9,24,25,184.0,7.0,9.0,0.177873
lcamap,1,9,24,25,184.0,7.0,9.0,0.025927
segdup,1,10,24,25,25,1,0,80.422706
insider,1,10,24,25,25.0,1.0,0.0,0.079429
fastmultrec_greedy,1,10,24,25,25.0,1.0,0.0,0.308176
lcamap,1,10,24,25,25.0,1.0,0.0,0.051529
segdup,1,11,24,25,25,1,0,39.757968
insider,1,11,24,25,25.0,1.0,0.0,0.040725
fastmultrec_greedy,1,11,24,25,25.0,1.0,0.0,0.168929
lcamap,1,11,24,25,25.0,1.0,0.0,0.023483
segdup,2,7,25,25,7171,167,2996,298.429875
insider,2,7,25,25,6419.0,118.0,3469.0,2.353908
fastmultrec_greedy,2,7,25,25,6626.0,134.0,3276.0,13.250063
lcamap,2,7,25,25,7171.0,167.0,2996.0,0.072953
segdup,2,8,25,25,773,29,48,52.221515
insider,2,8,25,25,731.0,24.0,131.0,6.863278
fastmultrec_greedy,2,8,25,25,773.0,29.0,48.0,0.202205
lcamap,2,8,25,25,773.0,29.0,48.0,0.033801
segdup,2,9,25,25,260,10,10,53.205629
insider,2,9,25,25,260.0,10.0,10.0,0.134083
fastmultrec_greedy,2,9,25,25,260.0,10.0,10.0,0.265533
lcamap,2,9,25,25,260.0,10.0,10.0,0.041839
segdup,2,10,25,25,81,3,6,39.202155
insider,2,10,25,25,81.0,3.0,6.0,0.054910
fastmultrec_greedy,2,10,25,25,81.0,3.0,6.0,0.174480
lcamap,2,10,25,25,81.0,3.0,6.0,0.031781
segdup,2,11,25,25,50,2,0,64.323445
insider,2,11,25,25,50.0,2.0,0.0,0.087296
fastmultrec_greedy,2,11,25,25,50.0,2.0,0.0,0.350184
lcamap,2,11,25,25,50.0,2.0,0.0,0.052777
segdup,1,7,25,25,6546,191,1771,147.825290
insider,1,7,25,25,5547.0,131.0,2272.0,4.131442
fastmultrec_greedy,1,7,25,25,5881.0,159.0,1906.0,8.654169
lcamap,1,7,25,25,6570.0,194.0,1720.0,0.048002
segdup,1,8,25,25,2160,78,210,138.826141
insider,1,8,25,25,2033.0,67.0,358.0,49.452893
fastmultrec_greedy,1,8,25,25,2170.0,79.0,195.0,1.162054
lcamap,1,8,25,25,2211.0,81.0,186.0,0.070328
segdup,1,9,25,25,387,15,12,40.193959
insider,1,9,25,25,387.0,15.0,12.0,0.291292
fastmultrec_greedy,1,9,25,25,406.0,16.0,6.0,0.138345
lcamap,1,9,25,25,406.0,16.0,6.0,0.022126
segdup,1,10,25,25,26,1,1,48.513045
insider,1,10,25,25,26.0,1.0,1.0,0.047368
fastmultrec_greedy,1,10,25,25,26.0,1.0,1.0,0.180346
lcamap,1,10,25,25,26.0,1.0,1.0,0.028297
segdup,1,11,25,25,25,1,0,63.246802
insider,1,11,25,25,25.0,1.0,0.0,0.059535
fastmultrec_greedy,1,11,25,25,25.0,1.0,0.0,0.206710
lcamap,1,11,25,25,25.0,1.0,0.0,0.035357
segdup,2,7,26,25,11352,249,5127,501.112091
insider,2,7,26,25,10103.0,169.0,5878.0,2.388736
fastmultrec_greedy,2,7,26,25,10444.0,201.0,5419.0,33.693414
lcamap,2,7,26,25,11352.0,249.0,5127.0,0.115427
segdup,2,8,26,25,2454,89,229,131.831098
insider,2,8,26,25,2278.0,73.0,453.0,6.552811
fastmultrec_greedy,2,8,26,25,2409.0,86.0,259.0,1.749602
lcamap,2,8,26,25,2454.0,89.0,229.0,0.072367
segdup,2,9,26,25,154,6,4,108.065118
insider,2,9,26,25,154.0,6.0,4.0,0.143543
fastmultrec_greedy,2,9,26,25,154.0,6.0,4.0,0.392741
lcamap,2,9,26,25,154.0,6.0,4.0,0.063836
segdup,1,7,26,25,3529,120,529,89.318162
insider,1,7,26,25,3234.0,96.0,834.0,43.284328
fastmultrec_greedy,1,7,26,25,3420.0,114.0,570.0,2.506781
lcamap,1,7,26,25,3581.0,123.0,506.0,0.045443
segdup,1,8,26,25,1360,51,85,42.484576
insider,1,8,26,25,1275.0,42.0,225.0,23.843153
fastmultrec_greedy,1,8,26,25,1360.0,51.0,85.0,0.133065
lcamap,1,8,26,25,1360.0,51.0,85.0,0.022247
segdup,1,9,26,25,305,12,5,68.910723
insider,1,9,26,25,305.0,12.0,5.0,0.730472
fastmultrec_greedy,1,9,26,25,305.0,12.0,5.0,0.158736
lcamap,1,9,26,25,305.0,12.0,5.0,0.028604
segdup,1,10,26,25,26,1,1,38.775257
insider,1,10,26,25,26.0,1.0,1.0,0.041857
fastmultrec_greedy,1,10,26,25,26.0,1.0,1.0,0.169534
lcamap,1,10,26,25,26.0,1.0,1.0,0.023164
segdup,1,11,26,25,25,1,0,91.877709
insider,1,11,26,25,25.0,1.0,0.0,0.086358
fastmultrec_greedy,1,11,26,25,25.0,1.0,0.0,0.324278
lcamap,1,11,26,25,25.0,1.0,0.0,0.054751
segdup,2,7,27,25,10131,228,4431,426.659237
insider,2,7,27,25,8926.0,155.0,5051.0,5.924895
fastmultrec_greedy,2,7,27,25,9138.0,176.0,4738.0,29.919474
lcamap,2,7,27,25,10131.0,228.0,4431.0,0.100111
segdup,2,8,27,25,2383,87,208,187.639697
insider,2,8,27,25,2187.0,68.0,487.0,29.376414
fastmultrec_greedy,2,8,27,25,2356.0,84.0,256.0,3.119359
lcamap,2,8,27,25,2419.0,89.0,194.0,0.091890
segdup,2,9,27,25,496,19,21,82.909931
insider,2,9,27,25,496.0,19.0,21.0,2.234555
fastmultrec_greedy,2,9,27,25,496.0,19.0,21.0,0.357092
lcamap,2,9,27,25,496.0,19.0,21.0,0.058423
segdup,2,10,27,25,100,4,0,65.696917
insider,2,10,27,25,100.0,4.0,0.0,0.096676
fastmultrec_greedy,2,10,27,25,100.0,4.0,0.0,0.297663
lcamap,2,10,27,25,100.0,4.0,0.0,0.048524
segdup,2,11,27,25,50,2,0,91.197084
insider,2,11,27,25,50.0,2.0,0.0,0.110125
fastmultrec_greedy,2,11,27,25,50.0,2.0,0.0,0.405468
lcamap,2,11,27,25,50.0,2.0,0.0,0.068193
segdup,1,7,27,25,11529,300,4029,397.092777
insider,1,7,27,25,10164.0,216.0,4764.0,3.614864
fastmultrec_greedy,1,7,27,25,10637.0,253.0,4312.0,46.164528
lcamap,1,7,27,25,11529.0,300.0,4029.0,0.117027
segdup,1,8,27,25,1227,46,77,99.225641
insider,1,8,27,25,1187.0,43.0,112.0,5.270040
fastmultrec_greedy,1,8,27,25,1246.0,47.0,71.0,0.367928
lcamap,1,8,27,25,1246.0,47.0,71.0,0.056491
segdup,1,9,27,25,266,10,16,82.889988
insider,1,9,27,25,266.0,10.0,16.0,0.090875
fastmultrec_greedy,1,9,27,25,285.0,11.0,10.0,0.164290
lcamap,1,9,27,25,285.0,11.0,10.0,0.030032
segdup,1,10,27,25,79,3,4,47.054791
insider,1,10,27,25,79.0,3.0,4.0,0.056280
fastmultrec_greedy,1,10,27,25,79.0,3.0,4.0,0.186900
lcamap,1,10,27,25,79.0,3.0,4.0,0.031452
segdup,1,11,27,25,50,2,0,36.983608
insider,1,11,27,25,50.0,2.0,0.0,0.040545
fastmultrec_greedy,1,11,27,25,50.0,2.0,0.0,0.128779
lcamap,1,11,27,25,50.0,2.0,0.0,0.021680
segdup,2,7,28,25,3320,110,570,180.634077
insider,2,7,28,25,3017.0,88.0,817.0,10.265756
fastmultrec_greedy,2,7,28,25,3188.0,103.0,613.0,3.729453
lcamap,2,7,28,25,3320.0,110.0,570.0,0.086242
segdup,2,9,28,25,385,15,10,164.734559
insider,2,9,28,25,385.0,15.0,10.0,0.235023
fastmultrec_greedy,2,9,28,25,385.0,15.0,10.0,0.592600
lcamap,2,9,28,25,385.0,15.0,10.0,0.083851
segdup,2,10,28,25,131,5,6,111.814084
insider,2,10,28,25,131.0,5.0,6.0,0.153041
fastmultrec_greedy,2,10,28,25,131.0,5.0,6.0,0.525122
lcamap,2,10,28,25,131.0,5.0,6.0,0.080112
segdup,2,11,28,25,75,3,0,108.246672
insider,2,11,28,25,75.0,3.0,0.0,0.110567
fastmultrec_greedy,2,11,28,25,75.0,3.0,0.0,0.457838
lcamap,2,11,28,25,75.0,3.0,0.0,0.062573
segdup,1,7,28,25,5953,180,1453,139.869943
insider,1,7,28,25,5191.0,134.0,1841.0,2.576803
fastmultrec_greedy,1,7,28,25,5393.0,151.0,1618.0,8.142185
lcamap,1,7,28,25,5953.0,180.0,1453.0,0.050247
segdup,1,8,28,25,1978,73,153,86.907124
insider,1,8,28,25,1875.0,64.0,275.0,77.762049
fastmultrec_greedy,1,8,28,25,1978.0,73.0,153.0,0.695392
lcamap,1,8,28,25,2022.0,75.0,147.0,0.045474
segdup,1,9,28,25,79,3,4,63.928980
insider,1,9,28,25,79.0,3.0,4.0,0.066736
fastmultrec_greedy,1,9,28,25,79.0,3.0,4.0,0.274378
lcamap,1,9,28,25,79.0,3.0,4.0,0.037011
segdup,1,10,28,25,25,1,0,64.948283
insider,1,10,28,25,25.0,1.0,0.0,0.061712
fastmultrec_greedy,1,10,28,25,25.0,1.0,0.0,0.227201
lcamap,1,10,28,25,25.0,1.0,0.0,0.035379
segdup,1,11,28,25,25,1,0,51.500316
insider,1,11,28,25,25.0,1.0,0.0,0.052328
fastmultrec_greedy,1,11,28,25,25.0,1.0,0.0,0.188015
lcamap,1,11,28,25,25.0,1.0,0.0,0.033443
segdup,2,7,29,25,8023,173,3698,320.772433
insider,2,7,29,25,7226.0,128.0,4026.0,2.149752
fastmultrec_greedy,2,7,29,25,7460.0,147.0,3785.0,11.121071
lcamap,2,7,29,25,8023.0,173.0,3698.0,0.069111
segdup,2,8,29,25,3646,124,546,169.190936
insider,2,8,29,25,3387.0,102.0,837.0,15.603338
fastmultrec_greedy,2,8,29,25,3592.0,121.0,567.0,1.914242
lcamap,2,8,29,25,3646.0,124.0,546.0,0.086614
segdup,2,9,29,25,313,12,13,140.975229
insider,2,9,29,25,313.0,12.0,13.0,0.483611
fastmultrec_greedy,2,9,29,25,313.0,12.0,13.0,0.559962
lcamap,2,9,29,25,313.0,12.0,13.0,0.081141
segdup,2,10,29,25,75,3,0,68.933273
insider,2,10,29,25,75.0,3.0,0.0,0.063915
fastmultrec_greedy,2,10,29,25,75.0,3.0,0.0,0.246673
lcamap,2,10,29,25,75.0,3.0,0.0,0.035409
segdup,2,11,29,25,75,3,0,104.714703
insider,2,11,29,25,75.0,3.0,0.0,0.138309
fastmultrec_greedy,2,11,29,25,75.0,3.0,0.0,0.521687
lcamap,2,11,29,25,75.0,3.0,0.0,0.082894
segdup,1,7,29,25,4977,156,1077,110.193856
insider,1,7,29,25,4430.0,123.0,1355.0,1.693171
fastmultrec_greedy,1,7,29,25,4732.0,144.0,1132.0,3.034473
lcamap,1,7,29,25,4987.0,157.0,1062.0,0.043666
segdup,1,8,29,25,1473,54,123,53.259801
insider,1,8,29,25,1387.0,41.0,362.0,7.629089
fastmultrec_greedy,1,8,29,25,1473.0,54.0,123.0,0.155231
lcamap,1,8,29,25,1473.0,54.0,123.0,0.024266
segdup,1,9,29,25,624,24,24,77.756402
insider,1,9,29,25,624.0,24.0,24.0,1.099680
fastmultrec_greedy,1,9,29,25,624.0,24.0,24.0,0.287181
lcamap,1,9,29,25,624.0,24.0,24.0,0.046193
segdup,1,10,29,25,51,2,1,37.605695
insider,1,10,29,25,51.0,2.0,1.0,0.039037
fastmultrec_greedy,1,10,29,25,51.0,2.0,1.0,0.150735
lcamap,1,10,29,25,51.0,2.0,1.0,0.022681
segdup,1,11,29,25,26,1,1,67.972755
insider,1,11,29,25,26.0,1.0,1.0,0.065612
fastmultrec_greedy,1,11,29,25,26.0,1.0,1.0,0.235425
lcamap,1,11,29,25,26.0,1.0,1.0,0.038880
segdup,2,7,30,25,4737,130,1487,218.294092
insider,2,7,30,25,4216.0,95.0,1841.0,9.046055
fastmultrec_greedy,2,7,30,25,4350.0,110.0,1600.0,9.715008
lcamap,2,7,30,25,4737.0,130.0,1487.0,0.059577
segdup,2,8,30,25,1495,56,95,105.984691
insider,2,8,30,25,1354.0,41.0,329.0,93.207272
fastmultrec_greedy,2,8,30,25,1491.0,55.0,116.0,1.857971
lcamap,2,8,30,25,1539.0,58.0,89.0,0.066474
segdup,2,9,30,25,408,16,8,75.886311
insider,2,9,30,25,408.0,16.0,8.0,1.051757
fastmultrec_greedy,2,9,30,25,408.0,16.0,8.0,0.339440
lcamap,2,9,30,25,408.0,16.0,8.0,0.059198
segdup,2,10,30,25,50,2,0,73.332653
insider,2,10,30,25,50.0,2.0,0.0,0.070869
fastmultrec_greedy,2,10,30,25,50.0,2.0,0.0,0.289695
lcamap,2,10,30,25,50.0,2.0,0.0,0.040338
segdup,2,11,30,25,50,2,0,60.434034
insider,2,11,30,25,50.0,2.0,0.0,0.082301
fastmultrec_greedy,2,11,30,25,50.0,2.0,0.0,0.312867
lcamap,2,11,30,25,50.0,2.0,0.0,0.047737
segdup,1,7,30,25,8257,230,2507,175.697052
insider,1,7,30,25,7062.0,157.0,3137.0,8.586573
fastmultrec_greedy,1,7,30,25,7394.0,188.0,2694.0,13.601637
lcamap,1,7,30,25,8268.0,233.0,2443.0,0.054983
segdup,1,8,30,25,927,35,52,90.551377
insider,1,8,30,25,895.0,31.0,120.0,3.606029
fastmultrec_greedy,1,8,30,25,927.0,35.0,52.0,0.300732
lcamap,1,8,30,25,927.0,35.0,52.0,0.050613
segdup,1,9,30,25,102,4,2,74.756789
insider,1,9,30,25,102.0,4.0,2.0,0.083559
fastmultrec_greedy,1,9,30,25,102.0,4.0,2.0,0.317566
lcamap,1,9,30,25,102.0,4.0,2.0,0.047690
segdup,1,10,30,25,50,2,0,77.007830
insider,1,10,30,25,50.0,2.0,0.0,0.071690
fastmultrec_greedy,1,10,30,25,50.0,2.0,0.0,0.270031
lcamap,1,10,30,25,50.0,2.0,0.0,0.045445
segdup,1,11,30,25,25,1,0,97.607071
insider,1,11,30,25,25.0,1.0,0.0,0.091465
fastmultrec_greedy,1,11,30,25,25.0,1.0,0.0,0.374826
lcamap,1,11,30,25,25.0,1.0,0.0,0.061133
segdup,2,7,31,25,9637,233,3812,424.371759
insider,2,7,31,25,8577.0,170.0,4327.0,4.868191
fastmultrec_greedy,2,7,31,25,8856.0,192.0,4056.0,32.161634
lcamap,2,7,31,25,9671.0,235.0,3796.0,0.111353
segdup,2,8,31,25,828,31,53,58.858603
insider,2,8,31,25,783.0,26.0,133.0,8.916119
fastmultrec_greedy,2,8,31,25,828.0,31.0,53.0,0.240348
lcamap,2,8,31,25,828.0,31.0,53.0,0.040206
segdup,2,10,31,25,101,4,1,120.618487
insider,2,10,31,25,101.0,4.0,1.0,0.129156
fastmultrec_greedy,2,10,31,25,101.0,4.0,1.0,0.499156
lcamap,2,10,31,25,101.0,4.0,1.0,0.073638
segdup,2,11,31,25,50,2,0,72.196885
insider,2,11,31,25,50.0,2.0,0.0,0.098987
fastmultrec_greedy,2,11,31,25,50.0,2.0,0.0,0.363019
lcamap,2,11,31,25,50.0,2.0,0.0,0.064819
segdup,1,7,31,25,5196,149,1471,129.132055
insider,1,7,31,25,4519.0,105.0,1894.0,1.920600
fastmultrec_greedy,1,7,31,25,4680.0,121.0,1655.0,6.282078
lcamap,1,7,31,25,5212.0,150.0,1462.0,0.038133
segdup,1,8,31,25,1693,64,93,100.568915
insider,1,8,31,25,1557.0,53.0,232.0,21.138384
fastmultrec_greedy,1,8,31,25,1693.0,64.0,93.0,0.312318
lcamap,1,8,31,25,1693.0,64.0,93.0,0.055274
segdup,1,9,31,25,255,10,5,55.258281
insider,1,9,31,25,255.0,10.0,5.0,0.106904
fastmultrec_greedy,1,9,31,25,255.0,10.0,5.0,0.117719
lcamap,1,9,31,25,255.0,10.0,5.0,0.020534
segdup,1,10,31,25,50,2,0,66.298313
insider,1,10,31,25,50.0,2.0,0.0,0.065730
fastmultrec_greedy,1,10,31,25,50.0,2.0,0.0,0.249087
lcamap,1,10,31,25,50.0,2.0,0.0,0.038420
segdup,1,11,31,25,25,1,0,28.154433
insider,1,11,31,25,25.0,1.0,0.0,0.030777
fastmultrec_greedy,1,11,31,25,25.0,1.0,0.0,0.108870
lcamap,1,11,31,25,25.0,1.0,0.0,0.016492
segdup,2,7,32,25,3080,98,630,164.459319
insider,2,7,32,25,2589.0,66.0,939.0,2.090304
fastmultrec_greedy,2,7,32,25,2801.0,83.0,726.0,5.185582
lcamap,2,7,32,25,3080.0,98.0,630.0,0.050647
segdup,2,8,32,25,2470,88,270,189.767704
insider,2,8,32,25,2304.0,72.0,504.0,6.465071
fastmultrec_greedy,2,8,32,25,2451.0,87.0,276.0,1.299469
lcamap,2,8,32,25,2470.0,88.0,270.0,0.113430
segdup,2,9,32,25,1159,43,84,101.860004
insider,2,9,32,25,1109.0,40.0,109.0,9.702628
fastmultrec_greedy,2,9,32,25,1159.0,43.0,84.0,0.420657
lcamap,2,9,32,25,1159.0,43.0,84.0,0.070240
segdup,2,10,32,25,51,2,1,113.793116
insider,2,10,32,25,51.0,2.0,1.0,0.111977
fastmultrec_greedy,2,10,32,25,51.0,2.0,1.0,0.420074
lcamap,2,10,32,25,51.0,2.0,1.0,0.067390
segdup,2,11,32,25,50,2,0,37.337289
insider,2,11,32,25,50.0,2.0,0.0,0.057360
fastmultrec_greedy,2,11,32,25,50.0,2.0,0.0,0.178851
lcamap,2,11,32,25,50.0,2.0,0.0,0.031104
segdup,1,7,32,25,7401,222,1851,209.951197
insider,1,7,32,25,6356.0,156.0,2456.0,5.823937
fastmultrec_greedy,1,7,32,25,6732.0,185.0,2107.0,15.161111
lcamap,1,7,32,25,7415.0,224.0,1815.0,0.077975
segdup,1,8,32,25,741,28,41,46.357169
insider,1,8,32,25,723.0,25.0,98.0,19.310564
fastmultrec_greedy,1,8,32,25,741.0,28.0,41.0,0.120009
lcamap,1,8,32,25,741.0,28.0,41.0,0.020196
segdup,1,9,32,25,235,9,10,32.934704
insider,1,9,32,25,235.0,9.0,10.0,0.072800
fastmultrec_greedy,1,9,32,25,235.0,9.0,10.0,0.104505
lcamap,1,9,32,25,235.0,9.0,10.0,0.018140
segdup,1,10,32,25,51,2,1,53.173780
insider,1,10,32,25,51.0,2.0,1.0,0.055550
fastmultrec_greedy,1,10,32,25,51.0,2.0,1.0,0.201535
lcamap,1,10,32,25,51.0,2.0,1.0,0.030759
segdup,1,11,32,25,25,1,0,68.076409
insider,1,11,32,25,25.0,1.0,0.0,0.069597
fastmultrec_greedy,1,11,32,25,25.0,1.0,0.0,0.259236
lcamap,1,11,32,25,25.0,1.0,0.0,0.045163
segdup,2,7,33,25,2668,88,468,158.698330
insider,2,7,33,25,2396.0,68.0,696.0,1.298013
fastmultrec_greedy,2,7,33,25,2566.0,84.0,466.0,2.951828
lcamap,2,7,33,25,2670.0,90.0,420.0,0.055376
segdup,2,8,33,25,1872,66,222,92.234540
insider,2,8,33,25,1722.0,54.0,372.0,13.698661
fastmultrec_greedy,2,8,33,25,1828.0,64.0,228.0,0.658278
lcamap,2,8,33,25,1872.0,66.0,222.0,0.042112
segdup,2,9,33,25,316,12,16,109.152108
insider,2,9,33,25,316.0,12.0,16.0,0.238659
fastmultrec_greedy,2,9,33,25,316.0,12.0,16.0,0.461026
lcamap,2,9,33,25,316.0,12.0,16.0,0.065139
segdup,2,10,33,25,77,3,2,99.803870
insider,2,10,33,25,77.0,3.0,2.0,0.137094
fastmultrec_greedy,2,10,33,25,77.0,3.0,2.0,0.443321
lcamap,2,10,33,25,77.0,3.0,2.0,0.082557
segdup,1,7,33,25,3080,108,380,130.650978
insider,1,7,33,25,2761.0,84.0,661.0,9.484576
fastmultrec_greedy,1,7,33,25,3021.0,105.0,396.0,1.970259
lcamap,1,7,33,25,3091.0,109.0,366.0,0.062380
segdup,1,8,33,25,451,17,26,70.575281
insider,1,8,33,25,419.0,15.0,44.0,0.193607
fastmultrec_greedy,1,8,33,25,419.0,15.0,44.0,0.344082
lcamap,1,8,33,25,451.0,17.0,26.0,0.023579
segdup,1,9,33,25,386,15,11,87.573507
insider,1,9,33,25,386.0,15.0,11.0,0.233931
fastmultrec_greedy,1,9,33,25,386.0,15.0,11.0,0.381146
lcamap,1,9,33,25,386.0,15.0,11.0,0.053975
segdup,1,10,33,25,50,2,0,41.035602
insider,1,10,33,25,50.0,2.0,0.0,0.041827
fastmultrec_greedy,1,10,33,25,50.0,2.0,0.0,0.142090
lcamap,1,10,33,25,50.0,2.0,0.0,0.023688
segdup,1,11,33,25,25,1,0,50.173044
insider,1,11,33,25,25.0,1.0,0.0,0.050614
fastmultrec_greedy,1,11,33,25,25.0,1.0,0.0,0.173554
lcamap,1,11,33,25,25.0,1.0,0.0,0.029066
segdup,2,7,34,25,6904,194,2054,356.386376
insider,2,7,34,25,6136.0,142.0,2586.0,6.448281
fastmultrec_greedy,2,7,34,25,6382.0,167.0,2207.0,24.454051
lcamap,2,7,34,25,6904.0,194.0,2054.0,0.112997
segdup,2,8,34,25,3326,117,401,167.144187
insider,2,8,34,25,2985.0,91.0,710.0,18.468291
fastmultrec_greedy,2,8,34,25,3263.0,115.0,388.0,2.114643
lcamap,2,8,34,25,3353.0,119.0,378.0,0.083713
segdup,2,9,34,25,953,37,28,107.464269
insider,2,9,34,25,872.0,29.0,147.0,12.873986
fastmultrec_greedy,2,9,34,25,953.0,37.0,28.0,0.393946
lcamap,2,9,34,25,953.0,37.0,28.0,0.066136
segdup,2,10,34,25,103,4,3,50.303367
insider,2,10,34,25,103.0,4.0,3.0,0.076447
fastmultrec_greedy,2,10,34,25,103.0,4.0,3.0,0.254254
lcamap,2,10,34,25,103.0,4.0,3.0,0.038052
